              0             1             2             3             4             5             6             7             8             9             10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26
0   2.109238e+01  1.630546e+00 -1.757525e+00 -1.461676e+00 -3.437707e-07 -1.538288e+01 -3.140552e-01 -2.427889e+00 -1.903914e+00  1.630212e+00  3.819971e-01 -1.842107e-01  2.964186e-01 -3.867279e-07  2.002178e-06 -8.594780e-01 -7.787697e-01  2.226128e-01  7.704303e-08 -7.147401e-01 -3.708465e-02  1.829355e-06 -4.835786e-09  1.025859e-16 -4.455597e-09  9.835497e-03  1.034964e+00
1   1.630546e+00  2.549438e+01 -3.378848e-07  2.527242e+00  9.794669e-02  1.805540e+00  1.548718e+00 -2.964487e-07  3.323496e+00 -1.279228e+01  6.894003e-08  3.857311e-01 -5.655113e-02  9.232441e-01  2.122334e+00 -1.569857e-07 -1.374812e-07  7.751413e-01 -8.505800e-08 -4.082455e-08 -1.025015e-07 -1.444465e-01 -2.269594e-09  6.652660e-15  3.939648e-09 -1.453132e-02 -1.175308e-07
2  -1.757525e+00 -3.378848e-07  3.552148e+01  1.689564e-07  1.976446e-08 -2.718238e+00  7.260742e-08 -2.712828e+00  2.452466e-07 -3.362284e-07 -4.448365e-08  6.842236e-08  1.331710e-01 -2.009351e-08  4.024981e-07  9.431258e-08  8.233178e-08  2.513567e-07  1.156073e-08  1.661412e-08  4.951699e-10 -7.325554e-02  1.166596e-09  5.010026e-15 -1.220618e-09 -1.227731e-07  2.806538e-08
3  -1.461676e+00  2.527242e+00  1.689564e-07  3.528887e+01 -9.794446e-09 -1.309363e+00  2.398025e-07  1.979707e-07 -3.517255e+00  2.530766e+00 -2.717749e-08  8.013083e-01 -3.799218e-02  1.463215e-07  6.476420e-07  7.394400e-08  6.480923e-08  4.500535e-03  2.589815e-08  4.977119e-08  3.640711e-08 -5.627101e-08  1.128126e-09 -6.070515e-16 -1.196819e-09  4.781342e-02 -6.711390e-09
4  -3.437707e-07  9.794669e-02  1.976446e-08 -9.794446e-09  1.776755e+01 -3.065829e-01  1.713186e-08  2.292934e-08 -1.019006e-09  3.293457e-03 -2.835541e-09  9.627496e-08  4.471715e-07 -1.009626e-07 -2.135972e-08  7.889818e-09  4.762338e-09  4.396763e-02  4.119732e-12 -9.081663e-01 -1.760983e-09  9.595670e-08 -1.000637e-09  1.507730e-16  3.409139e-12  1.969690e-02 -1.041919e+01
5  -1.538288e+01  1.805540e+00 -2.718238e+00 -1.309363e+00 -3.065829e-01  2.036598e+01  1.375765e-07 -3.443138e+00 -2.101830e+00  1.761747e+00  4.862906e-01 -3.345712e-01  4.746265e-01 -5.006545e-07  2.016262e-06 -1.341260e+00 -1.157045e+00 -2.705727e-06  6.838335e-08 -2.022928e-09  3.491504e-08 -2.450603e-01  2.625323e-09 -1.098280e-16  4.779018e-10  2.012037e-02 -8.105984e-01
6  -3.140552e-01  1.548718e+00  7.260742e-08  2.398025e-07  1.713186e-08  1.375765e-07  1.503993e+01  9.042904e-08 -3.222443e-02  1.545031e+00 -1.667952e-08  3.358937e-07 -1.566233e-01  1.405890e-08  2.659302e-07  3.652732e-08  3.156963e-08  2.687470e-01  2.151036e-08  4.470842e-09  2.748999e-08 -6.073969e-01  1.749252e-11 -3.892656e-17 -1.449456e-10  2.546725e-01  1.080086e-08
7  -2.427889e+00 -2.964487e-07 -2.712828e+00  1.979707e-07  2.292934e-08 -3.443138e+00  9.042904e-08  3.469681e+01  2.890242e-07 -2.938892e-07 -5.520703e-08  3.690784e-02  1.346853e-01  1.021992e-01  3.045966e-01  1.212368e-07  1.058396e-07 -2.306509e-07  6.096006e-09  1.959235e-08 -2.270353e-08  4.607964e-07  1.261893e-09 -4.261794e-15 -4.349085e-10 -3.004035e-07  3.226046e-08
8  -1.903914e+00  3.323496e+00  2.452466e-07 -3.517255e+00 -1.019006e-09 -2.101830e+00 -3.222443e-02  2.890242e-07  3.342518e+01  3.318243e+00 -4.602238e-08  1.293004e+00 -1.244759e-01  3.001158e-07  1.017386e-06  1.069093e-07  9.340778e-08  2.890186e-06  4.566458e-08  3.100205e-08  3.631031e-08 -1.167379e-07  1.183613e-09  2.344211e-15 -7.215873e-09  5.321754e-02  1.923407e-08
9   1.630212e+00 -1.279228e+01 -3.362284e-07  2.530766e+00  3.293457e-03  1.761747e+00  1.545031e+00 -2.938892e-07  3.318243e+00  2.539531e+01  6.882121e-08  3.824476e-01 -7.929693e-02  9.311082e-01  2.136106e+00 -1.563246e-07 -1.369437e-07  7.765051e-01 -8.526353e-08 -5.385864e-08 -1.029716e-07 -1.379333e-01 -2.404746e-09 -6.014840e-15  3.953332e-09 -4.221469e-02 -8.205031e-08
10  3.819971e-01  6.894003e-08 -4.448365e-08 -2.717749e-08 -2.835541e-09  4.862906e-01 -1.667952e-08 -5.520703e-08 -4.602238e-08  6.882121e-08  3.333380e+01  3.583646e-01  2.805360e-07 -1.997699e-09 -7.029708e-08 -1.900852e-08 -1.708509e-08  1.070057e-01 -7.440644e-10 -4.712120e-09 -3.931302e-02  1.222966e-01 -3.368537e-10  1.487025e-15  2.286243e-10 -6.629149e-10 -4.756638e-09
11 -1.842107e-01  3.857311e-01  6.842236e-08  8.013083e-01  9.627496e-08 -3.345712e-01  3.358937e-07  3.690784e-02  1.293004e+00  3.824476e-01  3.583646e-01  2.299153e+00 -1.904903e-01  4.346315e-01  3.599455e-01  4.487148e-08  3.670998e-08  1.579251e-01 -2.593677e-08 -7.043452e-08 -6.371932e-08 -9.687119e-02 -9.860138e-09 -1.289864e-16  2.342654e-09  9.068321e-07  5.639060e-08
12  2.964186e-01 -5.655113e-02  1.331710e-01 -3.799218e-02  4.471715e-07  4.746265e-01 -1.566233e-01  1.346853e-01 -1.244759e-01 -7.929693e-02  2.805360e-07 -1.904903e-01  4.213412e-01  4.785170e-01 -1.409689e-05  1.526157e-02  8.653085e-02  3.423719e-02 -1.595149e-01 -4.514249e-02 -9.770397e-02 -1.251786e-01  6.971035e-02 -2.440804e-18  1.493902e-08 -1.549828e-03  5.835926e-03
13 -3.867279e-07  9.232441e-01 -2.009351e-08  1.463215e-07 -1.009626e-07 -5.006545e-07  1.405890e-08  1.021992e-01  3.001158e-07  9.311082e-01 -1.997699e-09  4.346315e-01  4.785170e-01  2.506028e+01 -1.116322e+01  1.051841e-08  1.005904e-08 -1.911816e-01  1.690691e-07  2.590729e-07  4.573521e-07 -1.399882e-06  5.723807e-09 -1.066704e-15 -1.657763e-09 -1.518065e-01 -1.622761e-07
14  2.002178e-06  2.122334e+00  4.024981e-07  6.476420e-07 -2.135972e-08  2.016262e-06  2.659302e-07  3.045966e-01  1.017386e-06  2.136106e+00 -7.029708e-08  3.599455e-01 -1.409689e-05 -1.116322e+01  2.190171e+01  1.725120e-07  1.776348e-07 -6.171712e-01 -3.815239e-01 -4.197374e-01 -5.532805e-01  3.776431e-01  3.236362e-08  8.349033e-16 -1.951566e-09 -2.854830e-01 -1.453290e-07
15 -8.594780e-01 -1.569857e-07  9.431258e-08  7.394400e-08  7.889818e-09 -1.341260e+00  3.652732e-08  1.212368e-07  1.069093e-07 -1.563246e-07 -1.900852e-08  4.487148e-08  1.526157e-02  1.051841e-08  1.725120e-07  3.900615e+01  3.454438e-08  1.547419e-07  5.425284e-09  9.484456e-09  2.153493e-09  1.160881e-07 -1.728771e-10  1.096179e-15 -5.809516e-10 -1.492936e-08  9.459705e-09
16 -7.787697e-01 -1.374812e-07  8.233178e-08  6.480923e-08  4.762338e-09 -1.157045e+00  3.156963e-08  1.058396e-07  9.340778e-08 -1.369437e-07 -1.708509e-08  3.670998e-08  8.653085e-02  1.005904e-08  1.776348e-07  3.454438e-08  3.921883e+01  1.361353e-07  4.551323e-09  9.548219e-09  1.699829e-09  9.876702e-08 -5.123161e-11 -1.764426e-15 -5.374060e-10 -1.316248e-08  6.273394e-09
17  2.226128e-01  7.751413e-01  2.513567e-07  4.500535e-03  4.396763e-02 -2.705727e-06  2.687470e-01 -2.306509e-07  2.890186e-06  7.765051e-01  1.070057e-01  1.579251e-01  3.423719e-02 -1.911816e-01 -6.171712e-01  1.547419e-07  1.361353e-07  8.677551e-01 -9.222559e-02  1.597965e-01  8.182840e-02 -8.851807e-02  2.722750e-03  4.825952e-17  7.978628e-02  1.206988e-02  9.216502e-07
18  7.704303e-08 -8.505800e-08  1.156073e-08  2.589815e-08  4.119732e-12  6.838335e-08  2.151036e-08  6.096006e-09  4.566458e-08 -8.526353e-08 -7.440644e-10 -2.593677e-08 -1.595149e-01  1.690691e-07 -3.815239e-01  5.425284e-09  4.551323e-09 -9.222559e-02  3.166542e+01  1.352915e-08  1.569801e-08 -8.191701e-03 -4.526021e-10  7.313348e-15 -6.938716e-11 -3.527799e-02 -5.465648e-09
19 -7.147401e-01 -4.082455e-08  1.661412e-08  4.977119e-08 -9.081663e-01 -2.022928e-09  4.470842e-09  1.959235e-08  3.100205e-08 -5.385864e-08 -4.712120e-09 -7.043452e-08 -4.514249e-02  2.590729e-07 -4.197374e-01  9.484456e-09  9.548219e-09  1.597965e-01  1.352915e-08  1.790084e+01  1.923930e-08 -2.171563e-09 -3.534626e-10 -9.331488e-16  6.778330e-11 -3.632580e-02  1.034043e+01
20 -3.708465e-02 -1.025015e-07  4.951699e-10  3.640711e-08 -1.760983e-09  3.491504e-08  2.748999e-08 -2.270353e-08  3.631031e-08 -1.029716e-07 -3.931302e-02 -6.371932e-08 -9.770397e-02  4.573521e-07 -5.532805e-01  2.153493e-09  1.699829e-09  8.182840e-02  1.569801e-08  1.923930e-08  1.047695e+01 -7.912763e-08 -8.795974e-10  6.853299e-16  1.770297e-10 -1.334971e-01 -2.063952e-08
21  1.829355e-06 -1.444465e-01 -7.325554e-02 -5.627101e-08  9.595670e-08 -2.450603e-01 -6.073969e-01  4.607964e-07 -1.167379e-07 -1.379333e-01  1.222966e-01 -9.687119e-02 -1.251786e-01 -1.399882e-06  3.776431e-01  1.160881e-07  9.876702e-08 -8.851807e-02 -8.191701e-03 -2.171563e-09 -7.912763e-08  1.562990e+00  1.193332e-01  1.877388e-16  4.650799e-10 -1.769583e-01 -2.208443e-02
22 -4.835786e-09 -2.269594e-09  1.166596e-09  1.128126e-09 -1.000637e-09  2.625323e-09  1.749252e-11  1.261893e-09  1.183613e-09 -2.404746e-09 -3.368537e-10 -9.860138e-09  6.971035e-02  5.723807e-09  3.236362e-08 -1.728771e-10 -5.123161e-11  2.722750e-03 -4.526021e-10 -3.534626e-10 -8.795974e-10  1.193332e-01  3.069495e+01  9.857233e-15 -3.167509e-11  2.411158e-01  7.334675e-10
23  1.025859e-16  6.652660e-15  5.010026e-15 -6.070515e-16  1.507730e-16 -1.098280e-16 -3.892656e-17 -4.261794e-15  2.344211e-15 -6.014840e-15  1.487025e-15 -1.289864e-16 -2.440804e-18 -1.066704e-15  8.349033e-16  1.096179e-15 -1.764426e-15  4.825952e-17  7.313348e-15 -9.331488e-16  6.853299e-16  1.877388e-16  9.857233e-15  3.982787e+01  7.752870e-16 -5.170206e-18 -8.339086e-16
24 -4.455597e-09  3.939648e-09 -1.220618e-09 -1.196819e-09  3.409139e-12  4.779018e-10 -1.449456e-10 -4.349085e-10 -7.215873e-09  3.953332e-09  2.286243e-10  2.342654e-09  1.493902e-08 -1.657763e-09 -1.951566e-09 -5.809516e-10 -5.374060e-10  7.978628e-02 -6.938716e-11  6.778330e-11  1.770297e-10  4.650799e-10 -3.167509e-11  7.752870e-16  4.018027e+01  1.971696e-11 -1.822495e-09
25  9.835497e-03 -1.453132e-02 -1.227731e-07  4.781342e-02  1.969690e-02  2.012037e-02  2.546725e-01 -3.004035e-07  5.321754e-02 -4.221469e-02 -6.629149e-10  9.068321e-07 -1.549828e-03 -1.518065e-01 -2.854830e-01 -1.492936e-08 -1.316248e-08  1.206988e-02 -3.527799e-02 -3.632580e-02 -1.334971e-01 -1.769583e-01  2.411158e-01 -5.170206e-18  1.971696e-11  6.259474e-01  8.022509e-02
26  1.034964e+00 -1.175308e-07  2.806538e-08 -6.711390e-09 -1.041919e+01 -8.105984e-01  1.080086e-08  3.226046e-08  1.923407e-08 -8.205031e-08 -4.756638e-09  5.639060e-08  5.835926e-03 -1.622761e-07 -1.453290e-07  9.459705e-09  6.273394e-09  9.216502e-07 -5.465648e-09  1.034043e+01 -2.063952e-08 -2.208443e-02  7.334675e-10 -8.339086e-16 -1.822495e-09  8.022509e-02  2.380661e+01
