              0             1             2             3             4             5             6             7             8             9         10            11            12            13            14            15            16            17            18            19        20            21            22            23            24            25            26
0   1.241980e+01  9.894733e-07  1.594221e-07 -2.875945e-01  6.845517e-01 -1.121435e+01 -3.073190e-01 -2.007981e-01  6.583983e-07  1.322782e-06 -0.023821 -4.929534e-03 -5.686486e-03  8.272659e-02 -1.036989e+00  4.687320e-07 -5.277247e-01  2.844165e-01 -9.817284e-02 -8.209161e-01 -0.052505  9.537705e-02 -9.736239e-02  2.146960e-01  1.682948e-07 -3.601295e-02  1.729321e+00
1   9.894733e-07  1.956166e+01  7.805265e-02  4.058353e-07 -8.236387e-08 -1.820573e-01  2.616796e-02 -2.019409e-08 -6.333719e-02 -1.845596e+01 -0.037379 -5.119789e-02 -1.219633e-01  2.275747e-07 -7.555103e-02 -2.691373e-06  1.125844e-01  2.622656e-02 -2.471511e-02  1.121829e-07 -0.021842 -1.147425e-06  1.122174e-08  2.758324e-07  7.753422e-02 -7.882140e-03  9.214724e-08
2   1.594221e-07  7.805265e-02  1.641452e+01  2.409141e+00 -1.367573e-01 -6.769417e-01 -1.336841e-02 -1.149687e+01 -2.092291e-01  3.794310e-07  0.057793  2.142072e-03  7.785020e-02  5.711706e-01  1.228388e-01  8.952565e-02 -3.670836e-01 -3.724373e-07  1.467445e-06 -2.107440e-01 -0.015421  1.965258e-01 -1.449951e-06 -2.438816e+00 -1.362121e-06  9.262267e-07 -9.524439e-07
3  -2.875945e-01  4.058353e-07  2.409141e+00  1.673816e+01  7.823175e-07 -4.075126e-01 -2.853664e-01 -2.773115e-06 -1.120022e+01  1.768789e-07  0.076008 -1.595693e-07  1.851372e-02  3.603562e-01  9.281670e-02  4.706129e-01 -1.478898e-06  1.040130e-01  5.379897e-07  2.171836e-01  0.021841 -8.995441e-02  1.329228e+00  1.827567e-07 -2.839507e+00 -4.058860e-02  1.667184e-06
4   6.845517e-01 -8.236387e-08 -1.367573e-01  7.823175e-07  8.579140e+00 -5.662306e-01 -2.094568e-01  1.691404e-06 -8.023323e-02 -2.646726e-07 -0.004598 -1.063001e-02 -7.060637e-03  1.987882e-03 -5.623408e-02 -1.578953e-07 -4.854601e-02  5.527883e-03  1.294433e-01 -7.423706e+00  0.005563 -2.186045e-03  1.103083e-06  2.090070e-01  5.263510e-02 -2.098777e-02 -1.224932e+01
5  -1.121435e+01 -1.820573e-01 -6.769417e-01 -4.075126e-01 -5.662306e-01  1.481881e+01  8.071675e-01 -1.431083e+00 -5.723734e-01 -1.261624e-01  0.074581 -5.031466e-02  1.104678e-01 -4.122740e-01 -1.067717e+00  8.596325e-01 -5.872978e-07  5.428335e-01 -8.107313e-01  7.689723e-01  0.033698 -1.121157e-01  3.181443e-07 -5.200221e-07  4.187578e-07 -3.770751e-03 -1.538509e+00
6  -3.073190e-01  2.616796e-02 -1.336841e-02 -2.853664e-01 -2.094568e-01  8.071675e-01  9.194710e-01 -4.103985e-01  8.128787e-02 -4.813968e-07 -0.001344  1.349537e-02 -1.640688e-02  5.510467e-01 -6.213718e-01  9.920689e-07 -2.218584e-02  5.254060e-02  8.108543e-02 -1.263667e-01  0.006978 -8.884227e-03  1.009317e-01 -4.700991e-02 -1.793915e-01 -3.094042e-03 -8.933175e-07
7  -2.007981e-01 -2.019409e-08 -1.149687e+01 -2.773115e-06  1.691404e-06 -1.431083e+00 -4.103985e-01  1.353266e+01  2.868352e+00  3.246134e-07  0.088959  8.016896e-02  7.337146e-02  3.313923e-01  3.437431e-01  5.347517e-01 -3.258742e-07  3.162801e-02 -1.721788e+00  9.725532e-02  0.006243 -1.423287e-01 -9.753772e-02  1.844645e+00 -7.472103e-02 -5.439067e-02 -1.642496e-02
8   6.583983e-07 -6.333719e-02 -2.092291e-01 -1.120022e+01 -8.023323e-02 -5.723734e-01  8.128787e-02  2.868352e+00  1.126430e+01 -2.449891e-02  0.037509  4.462137e-02  9.468610e-02  5.746199e-01  1.714075e-01  3.271749e-01 -1.839039e-06  1.908530e-01 -1.733462e+00 -2.025531e-01 -0.015090  8.543186e-02 -1.070889e+00  1.463161e-06  2.170094e+00  1.375816e-02  1.358981e-06
9   1.322782e-06 -1.845596e+01  3.794310e-07  1.768789e-07 -2.646726e-07 -1.261624e-01 -4.813968e-07  3.246134e-07 -2.449891e-02  1.941872e+01 -0.004592 -1.742341e-02 -8.241271e-02  5.353802e-07 -6.278472e-03  4.891352e-01  2.414042e-01 -2.695320e-07  1.092286e-06 -2.842009e-03 -0.031812  2.131166e-02  4.660205e-02  2.251348e-07  1.257532e-01 -4.903582e-03  3.007275e-08
10 -2.382110e-02 -3.737924e-02  5.779327e-02  7.600774e-02 -4.597546e-03  7.458069e-02 -1.343706e-03  8.895865e-02  3.750947e-02 -4.592115e-03  0.061211  2.128330e-02  2.458899e-02  3.651494e-02 -4.186423e-02  8.629769e-02  8.667099e-02 -2.511631e-02 -2.139838e-01 -3.283413e-03 -0.002233 -3.694298e-03 -4.134285e-02  2.129505e-02  2.770847e-03 -2.813275e-02 -1.020548e-06
