,day,t,rh,ws,wd,r,h,l1,l2,l3,l4,l5,l6,l7,lp,t2,tmv,tm,tm2,tmy,tmy2
7971,2017-05-04 03:00:00,12.07833,94.0,1.0,6.0,2.0,0.0,8.036572416429339,14.598365625072129,5.462490556058359,11.803403090187148,12.98993199135188,7.987178145822369,7.232388505265772,16.55663788484461,145.88605558889998,13.92148907692304,17.44667,304.38629408890006,18.445,340.218025
7972,2017-05-04 04:00:00,11.66417,94.0,1.5,5.0,0.0,0.0,10.639953706427434,14.885856939999709,6.584998874730928,13.359388929958554,12.464191457174634,8.81819467703405,8.75210689707105,16.55663788484461,136.0528617889,13.908313573964461,17.44667,304.38629408890006,18.445,340.218025
7973,2017-05-04 05:00:00,11.56,97.0,1.5,4.0,0.0,0.0,14.436863083336888,18.850123730046555,7.716030500570371,17.440785779707515,21.385562163553125,14.132552210096227,15.10103913311619,16.55663788484461,133.6336,13.895567005917123,17.44667,304.38629408890006,18.445,340.218025
7974,2017-05-04 06:00:00,12.03917,97.0,1.0,9.0,0.0,0.0,16.55663788484461,23.69660577713956,6.637925949202996,23.420117478717344,21.908797346952966,19.316739303796783,14.799081511643013,16.55663788484461,144.9416142889,13.887381621301737,17.44667,304.38629408890006,18.445,340.218025
7975,2017-05-04 07:00:00,12.69833,85.0,1.5,5.0,0.0,0.0,15.974643330265465,37.3990243811697,7.512913697874423,14.892448434401345,15.597572175335406,16.492261179970637,10.0720326860587,16.55663788484461,161.2475847889,13.880059136094639,17.44667,304.38629408890006,18.445,340.218025
7976,2017-05-04 08:00:00,14.07,79.5,1.5,8.0,0.0,0.0,13.739406808113667,14.76006615392253,8.548561509759828,10.263383616532906,11.000061155208062,14.36550768845764,12.511099075806875,16.55663788484461,197.9649,13.875261325443752,17.44667,304.38629408890006,18.445,340.218025
7977,2017-05-04 09:00:00,15.76417,72.5,2.0,7.0,0.0,0.0,14.417115363065399,13.305098841783433,4.9799348853987695,9.50960287271311,11.051839141472572,12.922837761151689,10.205034415458016,16.55663788484461,248.5090557889,13.875014816568013,17.44667,304.38629408890006,18.445,340.218025
7978,2017-05-04 10:00:00,16.4375,70.0,2.5,4.0,0.0,0.0,14.457549108527552,10.934205982647327,6.620366769503116,10.981878561216153,11.345663046471062,14.939929791800846,11.525706594584545,16.55663788484461,270.19140625,13.873801798816533,17.44667,304.38629408890006,18.445,340.218025
7979,2017-05-04 11:00:00,16.70833,74.5,2.0,1.0,0.0,0.0,14.178716844090784,12.010843192844185,9.565612105212875,13.020267795264557,15.025768990109006,18.834652830178406,11.891936534610176,16.55663788484461,279.1682913889,13.869309668639017,17.44667,304.38629408890006,18.445,340.218025
7980,2017-05-04 12:00:00,17.44667,61.0,3.0,1.0,0.0,0.0,4.910349902002171,9.453213605533133,6.397186073735048,13.145756075951654,12.51370532552239,20.838238476142223,10.171059448834342,16.55663788484461,304.38629408890006,13.862573988165643,17.44667,304.38629408890006,18.445,340.218025
