,day,t,rh,ws,wd,r
0,2016-01-08 00:00:00,2.5975,87.0,2.0,2.0,0.0
1,2016-01-08 01:00:00,2.121667,81.0,2.0,5.0,0.0
2,2016-01-08 02:00:00,1.225833,93.0,2.0,2.0,0.0
3,2016-01-08 03:00:00,0.6658334,93.0,1.5,7.0,0.0
4,2016-01-08 04:00:00,0.8083333,93.0,2.0,6.0,0.0
5,2016-01-08 05:00:00,0.3066667,96.5,1.5,8.0,0.0
6,2016-01-08 06:00:00,0.5708333,96.5,2.0,4.0,0.0
7,2016-01-08 07:00:00,0.825,100.0,2.0,4.0,0.0
8,2016-01-08 08:00:00,1.324167,93.0,1.5,6.0,0.0
9,2016-01-08 09:00:00,2.054167,93.0,1.5,9.0,0.0
10,2016-01-08 10:00:00,2.799167,90.0,1.0,8.0,0.0
11,2016-01-08 11:00:00,3.418333,90.0,1.5,5.0,0.0
12,2016-01-08 12:00:00,5.355,81.5,2.0,1.0,0.0
13,2016-01-08 13:00:00,6.878334,71.0,1.0,9.0,0.0
14,2016-01-08 14:00:00,8.474167,73.5,1.0,9.0,0.0
15,2016-01-08 15:00:00,8.126667,78.5,2.0,1.0,0.0
16,2016-01-08 16:00:00,7.67,78.5,2.5,1.0,0.0
17,2016-01-08 17:00:00,7.338333,81.0,2.5,1.0,0.0
18,2016-01-08 18:00:00,6.960834,84.0,1.5,6.0,0.0
19,2016-01-08 19:00:00,6.8575,81.0,2.0,3.0,0.0
20,2016-01-08 20:00:00,6.614167,81.0,1.5,3.0,0.0
21,2016-01-08 21:00:00,6.531667,81.0,2.0,3.0,0.0
22,2016-01-08 22:00:00,6.266667,81.0,3.0,1.0,0.0
23,2016-01-08 23:00:00,6.420339,81.0,2.0,2.0,0.0
24,2016-01-09 00:00:00,6.073333,84.0,2.0,3.0,0.0
25,2016-01-09 01:00:00,5.248333,93.0,2.0,3.0,0.0
26,2016-01-09 02:00:00,5.06,93.0,1.0,6.0,0.0
27,2016-01-09 03:00:00,4.9725,93.0,1.5,6.0,0.0
28,2016-01-09 04:00:00,4.6775,93.0,1.0,9.0,0.0
29,2016-01-09 05:00:00,4.713333,93.0,1.0,9.0,0.0
30,2016-01-09 06:00:00,4.934166,96.5,1.5,6.0,0.0
31,2016-01-09 07:00:00,5.096667,100.0,1.0,9.0,1.0
32,2016-01-09 08:00:00,5.379167,100.0,1.0,9.0,0.0
33,2016-01-09 09:00:00,5.46,93.0,2.0,2.0,0.0
34,2016-01-09 10:00:00,5.716667,100.0,1.0,9.0,0.0
35,2016-01-09 11:00:00,5.7875,100.0,1.0,9.0,1.0
36,2016-01-09 12:00:00,6.050833,100.0,1.0,9.0,1.0
37,2016-01-09 13:00:00,6.1225,96.5,1.0,9.0,1.0
38,2016-01-09 14:00:00,6.18,93.0,1.0,9.0,1.0
39,2016-01-09 15:00:00,6.1575,93.0,1.0,9.0,1.0
40,2016-01-09 16:00:00,6.020833,100.0,1.0,9.0,0.0
41,2016-01-09 17:00:00,5.9925,96.5,1.0,9.0,0.0
42,2016-01-09 18:00:00,6.05,93.0,1.0,4.0,0.0
43,2016-01-09 19:00:00,5.979167,93.0,2.0,8.0,1.0
44,2016-01-09 20:00:00,5.985,100.0,1.0,9.0,2.0
45,2016-01-09 21:00:00,5.960834,100.0,1.0,9.0,2.0
46,2016-01-09 22:00:00,5.9125,100.0,1.0,9.0,2.0
47,2016-01-09 23:00:00,5.879661,100.0,2.0,3.0,1.0
48,2016-01-10 00:00:00,5.66,100.0,2.0,3.0,0.0
49,2016-01-10 01:00:00,5.76,100.0,1.0,3.0,0.0
50,2016-01-10 02:00:00,5.761667,93.0,2.0,2.0,0.0
51,2016-01-10 03:00:00,5.886667,100.0,2.0,1.0,0.0
52,2016-01-10 04:00:00,5.903333,100.0,3.0,1.0,0.0
53,2016-01-10 05:00:00,5.87,93.0,4.0,3.0,0.0
54,2016-01-10 06:00:00,6.155,96.5,4.0,2.0,0.0
55,2016-01-10 07:00:00,6.02,96.5,3.5,6.0,0.0
56,2016-01-10 08:00:00,5.430833,100.0,2.0,8.0,0.0
57,2016-01-10 09:00:00,5.089167,100.0,1.5,8.0,0.0
58,2016-01-10 10:00:00,5.585834,100.0,1.0,9.0,0.0
59,2016-01-10 11:00:00,6.06,100.0,2.0,7.0,0.0
60,2016-01-10 12:00:00,6.095,100.0,1.0,9.0,0.0
61,2016-01-10 13:00:00,6.7375,100.0,2.0,7.0,0.0
62,2016-01-10 14:00:00,7.135833,100.0,2.0,7.0,0.0
63,2016-01-10 15:00:00,7.394166,93.0,1.5,8.0,0.0
64,2016-01-10 16:00:00,7.49,93.0,4.0,7.0,0.0
65,2016-01-10 17:00:00,7.320833,93.0,4.0,7.0,0.0
66,2016-01-10 18:00:00,7.360833,93.0,1.0,9.0,0.0
67,2016-01-10 19:00:00,7.3775,100.0,2.0,7.0,0.0
68,2016-01-10 20:00:00,7.69,100.0,1.0,9.0,0.0
69,2016-01-10 21:00:00,7.640833,93.0,1.0,9.0,0.0
70,2016-01-10 22:00:00,7.561666,100.0,1.0,9.0,0.0
71,2016-01-10 23:00:00,7.483051,96.5,1.5,7.0,0.0
72,2016-01-11 00:00:00,7.364167,96.5,1.5,2.0,0.0
73,2016-01-11 01:00:00,7.066667,100.0,1.0,3.0,0.0
74,2016-01-11 02:00:00,7.005,100.0,2.0,5.0,0.0
75,2016-01-11 03:00:00,6.9875,100.0,1.5,6.0,0.0
76,2016-01-11 04:00:00,6.935833,100.0,2.0,7.0,0.0
77,2016-01-11 05:00:00,7.218333,100.0,2.0,7.0,0.0
78,2016-01-11 06:00:00,7.545833,93.0,1.5,6.0,0.0
79,2016-01-11 07:00:00,7.936666,93.0,2.0,6.0,0.0
80,2016-01-11 08:00:00,8.423333,90.0,2.5,7.0,0.0
81,2016-01-11 09:00:00,9.0425,94.0,3.0,7.0,0.0
82,2016-01-11 10:00:00,10.25417,88.0,3.0,7.0,0.0
83,2016-01-11 11:00:00,10.76333,82.0,3.0,7.0,0.0
84,2016-01-11 12:00:00,10.6275,85.0,3.0,7.0,0.0
85,2016-01-11 13:00:00,10.7075,94.0,3.0,7.0,1.0
86,2016-01-11 14:00:00,10.71333,94.0,2.0,8.0,0.0
87,2016-01-11 15:00:00,10.93167,97.0,1.5,6.0,0.0
88,2016-01-11 16:00:00,10.85083,94.0,3.0,2.0,0.0
89,2016-01-11 17:00:00,10.46667,100.0,2.5,1.0,0.0
90,2016-01-11 18:00:00,9.724167,100.0,4.5,1.0,0.0
91,2016-01-11 19:00:00,8.85,100.0,3.0,1.0,0.0
92,2016-01-11 20:00:00,7.86,96.5,4.0,2.0,0.0
93,2016-01-11 21:00:00,7.326667,96.5,7.5,3.0,0.0
94,2016-01-11 22:00:00,7.245833,100.0,5.0,2.0,0.0
95,2016-01-11 23:00:00,7.722881,93.0,5.0,3.0,0.0
96,2016-01-12 00:00:00,7.299167,93.0,6.0,2.0,0.0
97,2016-01-12 01:00:00,7.335834,93.0,2.0,1.0,0.0
98,2016-01-12 02:00:00,6.733333,93.0,2.5,4.0,0.0
99,2016-01-12 03:00:00,5.548333,93.0,4.0,1.0,0.0
100,2016-01-12 04:00:00,6.634167,90.0,3.0,2.0,0.0
101,2016-01-12 05:00:00,6.399167,84.0,5.5,3.0,0.0
102,2016-01-12 06:00:00,6.070833,87.0,4.5,3.0,0.0
103,2016-01-12 07:00:00,5.7575,100.0,2.0,7.0,0.0
104,2016-01-12 08:00:00,5.175833,90.0,1.5,5.0,0.0
105,2016-01-12 09:00:00,6.164166,79.0,4.0,2.0,0.0
106,2016-01-12 10:00:00,8.798333,62.0,5.5,3.0,0.0
107,2016-01-12 11:00:00,10.76083,54.0,9.0,3.0,0.0
108,2016-01-12 12:00:00,11.45417,58.0,10.0,3.0,0.0
109,2016-01-12 13:00:00,11.8025,60.0,9.0,3.0,0.0
110,2016-01-12 14:00:00,12.74667,58.0,10.0,3.0,0.0
111,2016-01-12 15:00:00,12.70417,58.0,9.5,3.0,0.0
112,2016-01-12 16:00:00,11.64667,58.0,8.0,3.0,0.0
113,2016-01-12 17:00:00,10.82083,58.0,5.0,3.0,0.0
114,2016-01-12 18:00:00,10.09583,58.0,5.5,3.0,0.0
115,2016-01-12 19:00:00,8.969167,64.0,5.0,3.0,0.0
116,2016-01-12 20:00:00,7.234167,87.0,2.0,6.0,0.0
117,2016-01-12 21:00:00,5.875,84.0,1.0,9.0,0.0
118,2016-01-12 22:00:00,5.760833,93.0,2.0,7.0,0.0
119,2016-01-12 23:00:00,5.633051,90.0,2.0,7.0,0.0
120,2016-01-13 00:00:00,5.176667,93.0,1.5,6.0,0.0
121,2016-01-13 01:00:00,5.280833,93.0,2.0,5.0,0.0
122,2016-01-13 02:00:00,4.456666,96.5,2.0,3.0,0.0
123,2016-01-13 03:00:00,3.904167,93.0,3.0,3.0,0.0
124,2016-01-13 04:00:00,3.259167,93.0,2.0,3.0,0.0
125,2016-01-13 05:00:00,3.21,93.0,2.5,3.0,0.0
126,2016-01-13 06:00:00,2.7875,87.0,3.0,2.0,0.0
127,2016-01-13 07:00:00,2.785,87.0,4.0,2.0,0.0
128,2016-01-13 08:00:00,2.424167,84.0,5.0,2.0,0.0
129,2016-01-13 09:00:00,3.706667,81.5,3.0,2.0,0.0
130,2016-01-13 10:00:00,5.913333,73.5,4.5,3.0,0.0
131,2016-01-13 11:00:00,9.320834,52.5,7.0,3.0,0.0
132,2016-01-13 12:00:00,10.91083,41.0,9.0,3.0,0.0
133,2016-01-13 13:00:00,11.6675,35.0,11.0,3.0,0.0
134,2016-01-13 14:00:00,12.56417,38.0,8.5,3.0,0.0
135,2016-01-13 15:00:00,12.60333,36.5,8.0,3.0,0.0
136,2016-01-13 16:00:00,11.46167,39.0,7.0,3.0,0.0
137,2016-01-13 17:00:00,10.12333,43.0,5.5,3.0,0.0
138,2016-01-13 18:00:00,9.270834,53.0,1.5,5.0,0.0
139,2016-01-13 19:00:00,7.651667,57.0,1.5,5.0,0.0
140,2016-01-13 20:00:00,6.5975,55.0,1.5,6.0,0.0
141,2016-01-13 21:00:00,5.735833,63.0,2.0,5.0,0.0
142,2016-01-13 22:00:00,4.701667,81.0,2.0,7.0,0.0
143,2016-01-13 23:00:00,4.012712,78.0,2.0,4.0,0.0
144,2016-01-14 00:00:00,3.2575,81.0,1.0,9.0,0.0
145,2016-01-14 01:00:00,2.555,87.0,2.0,2.0,0.0
146,2016-01-14 02:00:00,3.0825,89.5,3.0,4.0,0.0
147,2016-01-14 03:00:00,2.65,86.5,2.5,3.0,0.0
148,2016-01-14 04:00:00,1.990833,86.0,2.0,2.0,0.0
149,2016-01-14 05:00:00,1.316667,86.0,2.0,5.0,0.0
150,2016-01-14 06:00:00,1.3025,86.0,2.0,5.0,0.0
151,2016-01-14 07:00:00,2.208333,89.5,2.0,4.0,0.0
152,2016-01-14 08:00:00,2.22,80.0,1.5,7.0,0.0
153,2016-01-14 09:00:00,2.835833,87.0,1.0,2.0,0.0
154,2016-01-14 10:00:00,4.593333,75.0,1.0,9.0,0.0
155,2016-01-14 11:00:00,4.948333,81.0,2.0,1.0,0.0
156,2016-01-14 12:00:00,5.0775,87.0,2.5,1.0,1.0
157,2016-01-14 13:00:00,5.061666,93.0,2.0,3.0,1.0
158,2016-01-14 14:00:00,5.06,93.0,2.0,3.0,1.0
159,2016-01-14 15:00:00,4.733333,93.0,2.0,3.0,1.0
160,2016-01-14 16:00:00,4.8475,93.0,2.0,3.0,0.0
161,2016-01-14 17:00:00,4.9325,96.5,2.0,4.0,0.0
162,2016-01-14 18:00:00,4.74,100.0,1.0,3.0,0.0
163,2016-01-14 19:00:00,4.475833,100.0,2.0,3.0,0.0
164,2016-01-14 20:00:00,4.4825,96.5,1.0,3.0,0.0
165,2016-01-14 21:00:00,4.168334,93.0,2.0,3.0,0.0
166,2016-01-14 22:00:00,3.998333,100.0,2.0,3.0,0.0
167,2016-01-14 23:00:00,3.845763,96.5,2.0,3.0,0.0
168,2016-01-15 00:00:00,3.716667,93.0,2.0,3.0,0.0
169,2016-01-15 01:00:00,3.480833,93.0,3.0,3.0,0.0
170,2016-01-15 02:00:00,2.780833,96.5,3.0,2.0,0.0
171,2016-01-15 03:00:00,2.159167,93.0,3.0,2.0,0.0
172,2016-01-15 04:00:00,1.91,87.0,2.0,3.0,0.0
173,2016-01-15 05:00:00,1.648333,87.0,4.0,3.0,0.0
174,2016-01-15 06:00:00,1.844167,87.0,5.5,3.0,0.0
175,2016-01-15 07:00:00,2.1275,87.0,7.0,3.0,0.0
176,2016-01-15 08:00:00,2.117273,93.0,5.5,2.0,0.0
177,2016-01-15 09:00:00,2.854167,90.0,6.0,2.0,0.0
178,2016-01-15 10:00:00,3.8975,81.0,4.0,2.0,0.0
179,2016-01-15 11:00:00,6.165833,73.5,6.0,3.0,0.0
180,2016-01-15 12:00:00,7.743333,66.0,5.5,3.0,0.0
181,2016-01-15 13:00:00,8.524167,62.0,6.0,2.0,0.0
182,2016-01-15 14:00:00,9.706667,57.5,5.0,2.0,0.0
183,2016-01-15 15:00:00,10.78583,50.0,1.0,9.0,0.0
184,2016-01-15 16:00:00,8.335834,66.0,3.0,7.0,0.0
185,2016-01-15 17:00:00,6.220833,76.0,2.5,7.0,0.0
186,2016-01-15 18:00:00,4.804167,84.0,2.5,7.0,0.0
187,2016-01-15 19:00:00,3.976667,81.0,3.0,5.0,0.0
188,2016-01-15 20:00:00,3.4275,93.0,2.0,5.0,0.0
189,2016-01-15 21:00:00,2.943333,90.0,2.0,3.0,0.0
190,2016-01-15 22:00:00,2.905833,87.0,2.0,5.0,0.0
191,2016-01-15 23:00:00,2.725424,93.0,2.0,5.0,0.0
192,2016-01-16 00:00:00,2.663333,93.0,2.5,4.0,0.0
193,2016-01-16 01:00:00,2.6075,87.0,3.0,4.0,0.0
194,2016-01-16 02:00:00,2.330833,93.0,2.0,4.0,0.0
195,2016-01-16 03:00:00,1.663333,93.0,1.5,3.0,0.0
196,2016-01-16 04:00:00,1.393333,84.0,2.0,4.0,0.0
197,2016-01-16 05:00:00,0.9891667,77.0,2.0,3.0,0.0
198,2016-01-16 06:00:00,0.7358333,74.0,2.0,3.0,0.0
199,2016-01-16 07:00:00,1.205833,69.0,2.5,3.0,0.0
200,2016-01-16 08:00:00,1.716667,51.5,2.5,3.0,0.0
201,2016-01-16 09:00:00,3.9025,49.0,3.0,5.0,0.0
202,2016-01-16 10:00:00,7.014167,39.5,5.0,5.0,0.0
203,2016-01-16 11:00:00,9.133334,29.5,4.5,4.0,0.0
204,2016-01-16 12:00:00,10.395,23.0,5.0,4.0,0.0
205,2016-01-16 13:00:00,10.14417,22.0,6.0,4.0,0.0
206,2016-01-16 14:00:00,10.595,23.0,7.0,4.0,0.0
207,2016-01-16 15:00:00,10.71333,28.0,6.0,3.0,0.0
208,2016-01-16 16:00:00,9.4325,32.0,5.0,3.0,0.0
209,2016-01-16 17:00:00,7.1675,39.0,2.0,3.0,0.0
210,2016-01-16 18:00:00,5.5075,37.5,3.5,4.0,0.0
211,2016-01-16 19:00:00,4.285,28.0,4.0,3.0,0.0
212,2016-01-16 20:00:00,3.5475,30.5,3.0,3.0,0.0
213,2016-01-16 21:00:00,2.6825,31.5,3.0,4.0,0.0
214,2016-01-16 22:00:00,2.368333,38.0,3.0,0.0,0.0
215,2016-01-16 23:00:00,2.295763,39.5,4.0,5.0,0.0
216,2016-01-17 00:00:00,2.0275,36.5,3.5,4.0,0.0
217,2016-01-17 01:00:00,2.204167,59.0,1.0,7.0,0.0
218,2016-01-17 02:00:00,1.865,59.0,1.0,7.0,0.0
219,2016-01-17 03:00:00,1.92,66.5,2.5,4.0,0.0
220,2016-01-17 04:00:00,1.390833,80.0,2.0,3.0,0.0
221,2016-01-17 05:00:00,0.3966667,77.0,2.5,4.0,0.0
222,2016-01-17 06:00:00,0.3866667,74.5,2.5,4.0,0.0
223,2016-01-17 07:00:00,0.4233333,62.0,4.0,4.0,0.0
224,2016-01-17 08:00:00,1.7625,44.0,4.0,4.0,0.0
225,2016-01-17 09:00:00,5.233333,33.0,4.0,5.0,0.0
226,2016-01-17 10:00:00,6.563334,27.0,3.0,5.0,0.0
227,2016-01-17 11:00:00,7.81,24.0,2.5,6.0,0.0
228,2016-01-17 12:00:00,8.131667,25.0,3.5,1.0,0.0
229,2016-01-17 13:00:00,7.5825,25.0,3.5,1.0,0.0
230,2016-01-17 14:00:00,8.510834,29.0,3.0,2.0,0.0
231,2016-01-17 15:00:00,8.765,34.0,2.5,1.0,0.0
232,2016-01-17 16:00:00,7.8325,36.5,1.0,9.0,0.0
233,2016-01-17 17:00:00,7.078333,42.0,2.5,3.0,0.0
234,2016-01-17 18:00:00,5.908333,37.0,4.0,5.0,0.0
235,2016-01-17 19:00:00,5.2975,35.0,6.0,5.0,0.0
236,2016-01-17 20:00:00,5.366667,35.5,4.0,4.0,0.0
237,2016-01-17 21:00:00,5.0825,25.0,9.5,5.0,0.0
238,2016-01-17 22:00:00,4.481667,30.0,9.0,5.0,0.0
239,2016-01-17 23:00:00,3.899153,22.5,5.5,4.0,0.0
240,2016-01-18 00:00:00,3.411667,21.0,3.0,5.0,0.0
241,2016-01-18 01:00:00,3.195833,25.0,2.0,5.0,0.0
242,2016-01-18 02:00:00,2.636667,28.0,2.5,5.0,0.0
243,2016-01-18 03:00:00,1.661667,26.0,2.5,4.0,0.0
244,2016-01-18 04:00:00,0.3833333,29.0,4.0,5.0,0.0
245,2016-01-18 05:00:00,-0.5216666,28.0,4.0,4.0,0.0
246,2016-01-18 06:00:00,-0.815,34.0,3.5,5.0,0.0
247,2016-01-18 07:00:00,-0.87,27.0,2.0,5.0,0.0
248,2016-01-18 08:00:00,-0.3775,34.0,1.5,5.0,0.0
249,2016-01-18 09:00:00,0.9908333,32.0,1.0,9.0,0.0
250,2016-01-18 10:00:00,3.041667,30.5,1.0,8.0,0.0
251,2016-01-18 11:00:00,5.398334,31.0,2.0,1.0,0.0
252,2016-01-18 12:00:00,6.126667,26.0,2.0,1.0,0.0
253,2016-01-18 13:00:00,5.95,17.0,4.0,1.0,0.0
254,2016-01-18 14:00:00,6.7775,20.0,3.0,1.0,0.0
255,2016-01-18 15:00:00,6.653509,25.0,2.0,1.0,0.0
256,2016-01-18 16:00:00,4.88,30.5,2.0,1.0,0.0
257,2016-01-18 17:00:00,3.548333,35.0,1.0,1.0,0.0
258,2016-01-18 18:00:00,2.401667,49.0,1.0,5.0,0.0
259,2016-01-18 19:00:00,1.359167,55.0,3.0,5.0,0.0
260,2016-01-18 20:00:00,0.6408333,57.0,3.0,4.0,0.0
261,2016-01-18 21:00:00,0.12,57.0,2.0,4.0,0.0
262,2016-01-18 22:00:00,-0.1325,63.0,3.0,4.0,0.0
263,2016-01-18 23:00:00,-0.2347458,59.0,2.5,4.0,0.0
264,2016-01-19 00:00:00,-0.8791667,61.0,2.5,4.0,0.0
265,2016-01-19 01:00:00,-1.453333,59.0,3.0,4.0,0.0
266,2016-01-19 02:00:00,-1.861667,59.0,3.0,4.0,0.0
267,2016-01-19 03:00:00,-2.049167,60.5,2.5,4.0,0.0
268,2016-01-19 04:00:00,-2.0075,58.0,3.0,5.0,0.0
269,2016-01-19 05:00:00,-2.380833,58.0,2.0,6.0,0.0
270,2016-01-19 06:00:00,-2.593333,60.5,1.0,9.0,0.0
271,2016-01-19 07:00:00,-2.49,68.0,1.5,6.0,0.0
272,2016-01-19 08:00:00,-1.859167,65.5,1.0,9.0,0.0
273,2016-01-19 09:00:00,-0.758772,61.5,1.0,9.0,0.0
274,2016-01-19 10:00:00,1.006667,44.0,1.0,9.0,0.0
275,2016-01-19 11:00:00,3.150909,36.5,1.5,5.0,0.0
276,2016-01-19 12:00:00,4.0825,38.0,2.0,1.0,0.0
277,2016-01-19 13:00:00,4.036667,37.5,2.0,1.0,0.0
278,2016-01-19 14:00:00,5.285,39.0,2.0,4.0,0.0
279,2016-01-19 15:00:00,5.936666,42.0,2.0,8.0,0.0
280,2016-01-19 16:00:00,4.585,50.5,2.0,4.0,0.0
281,2016-01-19 17:00:00,2.894167,58.0,1.5,4.0,0.0
282,2016-01-19 18:00:00,1.678333,69.0,1.5,7.0,0.0
283,2016-01-19 19:00:00,0.8608333,69.0,3.0,5.0,0.0
284,2016-01-19 20:00:00,-0.2358333,69.0,1.5,5.0,0.0
285,2016-01-19 21:00:00,-0.49,64.0,2.0,5.0,0.0
286,2016-01-19 22:00:00,-0.83,74.0,2.0,4.0,0.0
287,2016-01-19 23:00:00,-1.011864,69.0,3.0,5.0,0.0
288,2016-01-20 00:00:00,-0.755,66.5,2.5,4.0,0.0
289,2016-01-20 01:00:00,-1.036667,63.0,3.0,4.0,0.0
290,2016-01-20 02:00:00,-1.305833,63.0,2.0,5.0,0.0
291,2016-01-20 03:00:00,-1.515833,63.5,2.5,4.0,0.0
292,2016-01-20 04:00:00,-1.36,69.0,1.0,9.0,0.0
293,2016-01-20 05:00:00,-1.451667,74.0,1.0,9.0,0.0
294,2016-01-20 06:00:00,-1.9625,80.0,0.5,1.0,0.0
295,2016-01-20 07:00:00,-1.858333,77.0,1.0,4.0,0.0
296,2016-01-20 08:00:00,-1.534167,74.0,2.0,4.0,0.0
297,2016-01-20 09:00:00,-0.6416667,59.0,1.0,9.0,0.0
298,2016-01-20 10:00:00,0.47,55.5,1.0,9.0,0.0
299,2016-01-20 11:00:00,2.478333,52.0,1.5,5.0,0.0
300,2016-01-20 12:00:00,3.928333,46.5,2.5,1.0,0.0
301,2016-01-20 13:00:00,4.305833,48.0,3.0,1.0,0.0
302,2016-01-20 14:00:00,5.400862,48.0,4.0,1.0,0.0
303,2016-01-20 15:00:00,5.453333,45.0,3.0,1.0,0.0
304,2016-01-20 16:00:00,4.108333,58.0,2.5,1.0,0.0
305,2016-01-20 17:00:00,2.675,60.0,2.5,1.0,0.0
306,2016-01-20 18:00:00,1.751667,64.0,1.5,5.0,0.0
307,2016-01-20 19:00:00,0.9216667,69.0,2.0,0.0,0.0
308,2016-01-20 20:00:00,0.2516667,71.5,1.5,6.0,0.0
309,2016-01-20 21:00:00,0.1141667,77.0,2.5,4.0,0.0
310,2016-01-20 22:00:00,-0.2958333,77.0,3.0,4.0,0.0
311,2016-01-20 23:00:00,-0.8567796,74.0,2.5,4.0,0.0
312,2016-01-21 00:00:00,-0.9941667,74.0,2.5,3.0,0.0
313,2016-01-21 01:00:00,-1.0975,80.0,2.0,4.0,0.0
314,2016-01-21 02:00:00,-1.474167,71.5,1.5,3.0,0.0
315,2016-01-21 03:00:00,-1.7725,77.0,1.0,4.0,0.0
316,2016-01-21 04:00:00,-1.830833,80.0,1.0,9.0,0.0
317,2016-01-21 05:00:00,-1.984167,77.0,2.0,5.0,0.0
318,2016-01-21 06:00:00,-2.185833,80.0,2.0,5.0,0.0
319,2016-01-21 07:00:00,-2.379661,80.0,2.0,4.0,0.0
320,2016-01-21 08:00:00,-1.845763,74.0,2.0,5.0,0.0
321,2016-01-21 09:00:00,-0.2008621,77.5,1.5,7.0,0.0
322,2016-01-21 10:00:00,1.466667,65.0,1.0,9.0,0.0
323,2016-01-21 11:00:00,3.576667,54.0,1.5,8.0,0.0
324,2016-01-21 12:00:00,4.821667,50.0,2.0,4.0,0.0
325,2016-01-21 13:00:00,5.371666,49.0,3.0,8.0,0.0
326,2016-01-21 14:00:00,6.171667,45.0,2.0,8.0,0.0
327,2016-01-21 15:00:00,6.890833,43.5,1.5,8.0,0.0
328,2016-01-21 16:00:00,5.7575,46.5,1.5,8.0,0.0
329,2016-01-21 17:00:00,4.006667,54.0,1.0,5.0,0.0
330,2016-01-21 18:00:00,2.715,67.0,1.0,7.0,0.0
331,2016-01-21 19:00:00,1.63,71.5,2.5,5.0,0.0
332,2016-01-21 20:00:00,0.8366666,74.0,3.0,5.0,0.0
333,2016-01-21 21:00:00,0.4733333,74.0,2.0,5.0,0.0
334,2016-01-21 22:00:00,0.3291667,74.0,2.0,5.0,0.0
335,2016-01-21 23:00:00,-0.1084746,77.0,3.0,5.0,0.0
336,2016-01-22 00:00:00,0.475,77.5,3.0,5.0,0.0
337,2016-01-22 01:00:00,0.695,75.0,3.0,5.0,0.0
338,2016-01-22 02:00:00,0.8991666,75.0,3.0,5.0,0.0
339,2016-01-22 03:00:00,0.89,72.0,3.0,3.0,0.0
340,2016-01-22 04:00:00,0.9516667,75.0,1.0,9.0,0.0
341,2016-01-22 05:00:00,1.200833,75.0,1.5,6.0,0.0
342,2016-01-22 06:00:00,1.57,80.0,1.0,9.0,0.0
343,2016-01-22 07:00:00,1.726271,77.5,1.0,9.0,0.0
344,2016-01-22 08:00:00,2.185,77.5,1.0,5.0,0.0
345,2016-01-22 09:00:00,2.6425,81.0,1.0,9.0,0.0
346,2016-01-22 10:00:00,3.085833,84.0,1.0,9.0,0.0
347,2016-01-22 11:00:00,3.676667,72.5,1.0,5.0,0.0
348,2016-01-22 12:00:00,5.425,59.0,1.5,8.0,0.0
349,2016-01-22 13:00:00,5.921667,55.0,1.5,8.0,0.0
350,2016-01-22 14:00:00,6.946667,49.0,1.5,8.0,0.0
351,2016-01-22 15:00:00,6.143333,53.0,1.5,8.0,0.0
352,2016-01-22 16:00:00,6.028333,54.5,1.5,4.0,0.0
353,2016-01-22 17:00:00,4.613333,60.0,1.0,9.0,0.0
354,2016-01-22 18:00:00,3.245833,75.0,1.0,6.0,0.0
355,2016-01-22 19:00:00,2.469167,80.0,2.5,4.0,0.0
356,2016-01-22 20:00:00,1.675833,77.5,2.5,5.0,0.0
357,2016-01-22 21:00:00,1.118333,80.0,2.0,4.0,0.0
358,2016-01-22 22:00:00,0.87,80.0,1.0,9.0,0.0
359,2016-01-22 23:00:00,0.4042373,86.0,1.0,6.0,0.0
360,2016-01-23 00:00:00,0.59,93.0,2.0,3.0,0.0
361,2016-01-23 01:00:00,0.5625,80.0,1.0,9.0,0.0
362,2016-01-23 02:00:00,0.515,86.0,0.5,4.0,0.0
363,2016-01-23 03:00:00,0.63,86.0,1.5,6.0,0.0
364,2016-01-23 04:00:00,0.5975,93.0,1.0,9.0,0.0
365,2016-01-23 05:00:00,0.7525,83.0,1.0,9.0,0.0
366,2016-01-23 06:00:00,0.1841667,89.5,1.0,9.0,0.0
367,2016-01-23 07:00:00,-0.1941667,93.0,1.0,9.0,0.0
368,2016-01-23 08:00:00,-0.4275,93.0,1.0,9.0,0.0
369,2016-01-23 09:00:00,0.475,84.0,1.0,7.0,0.0
370,2016-01-23 10:00:00,2.469167,70.0,1.0,9.0,0.0
371,2016-01-23 11:00:00,4.423333,70.0,3.0,1.0,0.0
372,2016-01-23 12:00:00,5.238333,66.0,3.0,1.0,0.0
373,2016-01-23 13:00:00,5.924167,61.0,3.0,1.0,0.0
374,2016-01-23 14:00:00,6.988333,57.0,3.0,1.0,0.0
375,2016-01-23 15:00:00,7.554167,63.5,3.0,1.0,0.0
376,2016-01-23 16:00:00,6.826667,66.0,2.5,1.0,0.0
377,2016-01-23 17:00:00,5.22,75.0,1.0,9.0,0.0
378,2016-01-23 18:00:00,3.940833,87.0,1.0,5.0,0.0
379,2016-01-23 19:00:00,2.683333,80.0,2.0,4.0,0.0
380,2016-01-23 20:00:00,1.983333,89.5,2.0,2.0,0.0
381,2016-01-23 21:00:00,1.440833,89.5,3.0,4.0,0.0
382,2016-01-23 22:00:00,1.058333,93.0,2.0,3.0,0.0
383,2016-01-23 23:00:00,1.072881,93.0,1.5,5.0,0.0
384,2016-01-24 00:00:00,0.77,93.0,2.0,4.0,0.0
385,2016-01-24 01:00:00,0.5958334,93.0,1.0,9.0,0.0
386,2016-01-24 02:00:00,0.16,93.0,1.5,5.0,0.0
387,2016-01-24 03:00:00,0.09583333,93.0,1.0,9.0,0.0
