 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
20 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000000e+00 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200 1.000000000000000127e-200
21 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201
22 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 1.000000000000000000e+00 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201
23 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201
24 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 1.000000000000000000e+00 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201
25 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201
26 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201
27 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201
28 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201
29 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201
30 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201
31 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201
32 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 1.000000000000000000e+00 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201
33 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000000e+00 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200
34 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201
35 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201
36 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201
37 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 9.999999999999996920e-201 1.000000000000000000e+00 9.999999999999996920e-201 9.999999999999996920e-201
38 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000272e-200 1.000000000000000000e+00 1.000000000000000272e-200
39 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 9.999999999999999821e-201 1.000000000000000000e+00
