0,1,clusters
42.861984,53.75583,17.0
64.20309,-6.314872,2.0
41.611637,-56.51153,13.0
19.1041,29.64216,20.0
-0.07857467,64.62448,20.0
-3.8756187,-7.7636585,7.0
-50.72867,-39.58961,9.0
-46.210503,-2.236052,8.0
-47.63653,-2.765496,12.0
67.84128,-16.659416,2.0
46.403908,-15.273701,3.0
68.37344,-7.631249,2.0
20.69803,-20.190832,13.0
-15.725492,-43.181267,9.0
8.094934,25.644802,20.0
9.261771,60.307182,20.0
-15.863742,0.06397791,8.0
8.676158,-53.063866,11.0
20.23116,-20.97117,13.0
49.125454,12.941774,16.0
35.13903,-14.328535,13.0
-56.41603,-42.64933,9.0
16.358446,27.795734,20.0
72.26647,-21.670662,2.0
-6.5337543,24.597235,20.0
-11.728487,73.639534,20.0
1.6790191,30.859173,20.0
-13.899439,51.615917,20.0
46.983284,41.802174,20.0
-24.690826,42.7766,20.0
48.030064,47.260826,17.0
37.134876,7.2940955,4.0
5.151834,-42.842754,14.0
13.37388,-22.98164,13.0
-26.571999,-68.95712,9.0
46.016434,36.32932,17.0
62.4905,-13.009826,2.0
-45.713627,-5.069276,12.0
61.41534,-33.669292,2.0
-0.71869236,40.690727,20.0
-35.748096,-40.205933,9.0
-3.4164777,65.39498,20.0
41.778595,-55.204914,3.0
30.452932,0.29958668,4.0
70.176155,-25.010967,2.0
-43.45611,-57.513973,9.0
-42.29432,48.123074,20.0
-39.20147,14.707747,17.0
65.95923,-30.750744,2.0
-80.907684,11.878694,8.0
-54.482166,5.0585046,12.0
8.8539915,53.009056,20.0
-28.186398,61.743725,20.0
-48.463856,-4.7958922,12.0
-45.443035,-21.356941,8.0
-14.1235895,57.20322,20.0
-44.40719,-24.365791,9.0
9.226648,-43.114014,11.0
15.751008,50.5346,20.0
-64.55504,-14.69615,12.0
-41.94264,-74.38743,9.0
7.797879,9.9457855,18.0
20.286268,-18.664404,13.0
45.621258,7.141832,16.0
-64.664925,7.746702,12.0
-27.908533,-54.25424,9.0
-16.765907,-35.682297,9.0
66.5759,-16.096956,2.0
50.30436,9.050337,16.0
-50.699703,-5.642085,12.0
4.993858,2.8040164,18.0
-29.453207,63.423405,20.0
-49.99932,-31.943134,9.0
-31.638592,58.166286,20.0
-27.787413,-71.15644,9.0
8.520251,9.162448,18.0
15.652978,76.07753,20.0
-37.27886,58.983795,20.0
-27.589323,-21.688492,8.0
-9.9044695,16.727486,20.0
-17.79685,54.036713,20.0
-9.211929,71.14168,20.0
-43.50447,-6.2787137,8.0
17.726938,-32.63747,13.0
-3.113453,36.320015,20.0
50.284203,48.212315,17.0
-34.622955,46.911907,20.0
14.947971,25.863499,20.0
-42.965782,-7.05253,8.0
-33.141838,35.55721,20.0
27.152557,3.6656337,18.0
-6.0101314,15.067965,20.0
-33.17722,-52.235004,9.0
-18.449486,-60.324413,9.0
-31.421534,-10.863429,8.0
9.353164,4.5111723,18.0
64.792114,9.757609,16.0
6.239057,52.41448,20.0
-31.417849,60.46569,20.0
-12.222674,-17.632284,9.0
-18.23548,-1.2487793,8.0
-28.986357,-5.0676517,8.0
-41.00206,55.433674,20.0
10.307846,-52.12811,11.0
-62.82951,12.37271,12.0
16.090456,29.053394,20.0
5.101344,-54.3726,11.0
52.426224,50.463467,17.0
37.58181,-21.224184,3.0
