Variable,Mean,Std
speed,0.5719137013424446,0.46562770721183067
ec,370.1600039629465,222.26115554830864
temp,14.132657155597599,2.7073148200751698
do,7.509281220587673,1.4575549196739515
voltage,16.015187744588044,0.5413164215900094
m0_current,0.12861301434090958,0.2886903192357303
m1_current,0.10678645078515484,0.2655044492316111
heading,196.0080848220558,101.25851047434594
acceleration,-5.547654431070046e-06,0.164780361720596
