speed,ec,temp,do,voltage,m0_current,m1_current,heading,acceleration,latitude,longitude,experiment
-1.2218082894,-1.6654694864,-0.3075659224,-0.246501943,1.6456813145,-0.4455161515,-0.4022120764,1.1114113279,0.0036264179,42.0293434392,2.2536281142,ESP2
-1.2205368559,-1.6654694864,-0.3075659224,-0.2447866993,1.6456813145,-0.4455161515,-0.4022120764,1.1771016447,-0.0055011094,42.0293434543,2.2536280886,ESP2
-1.2224955508,-1.6654694864,-0.3075659224,-0.2430714556,1.6456813145,-0.4455161515,-0.4022120764,1.2505166805,0.000428142,42.029343472,2.253628065,ESP2
-1.2223559508,-1.6654694864,-0.3075659224,-0.2413562118,1.6623078615,-0.4455161515,-0.4022120764,1.0528383581,9.39245884207E-06,42.0293434917,2.2536280448,ESP2
-1.2223645416,-1.6654694864,-0.3075659224,-0.2396409681,1.6290547675,-0.4455161515,-0.4022120764,0.9572423146,-0.0084930449,42.0293434983,2.2536280309,ESP2
-1.2253820485,-1.6654694864,-0.3075659224,-0.2808068174,1.6456813145,-0.4455161515,-0.4022120764,0.968398512,0.0052407279,42.029343506,2.2536280062,ESP2
-1.223539329,-1.6654694864,-0.3075659224,-0.3219726667,1.6290547675,-0.4455161515,-0.4022120764,0.969067169,0.002412651,42.0293435156,2.2536279774,ESP2
-1.2226974338,-1.6654694864,-0.3075659224,-0.363138516,1.6456813145,-0.4455161515,-0.4022120764,-0.1373067909,-0.0109509229,42.0293435185,2.2536279686,ESP2
-1.2265847558,-1.6654694864,-0.31987855,-0.3734299783,1.6290547675,-0.4455161515,-0.4022120764,-0.1571295531,0.0095496005,42.0293434973,2.2536279676,ESP2
-1.2232171752,-1.6654694864,-0.3321911775,-0.3837214407,1.6456813145,-0.4455161515,-0.4022120764,-0.4179566314,0.0102050347,42.0293434609,2.2536279675,ESP2
-1.2196176439,-1.6654694864,-0.344503805,-0.394012903,1.6456813145,-0.4455161515,-0.4022120764,-0.4548449283,-6.95023916463E-05,42.0293434285,2.2536279891,ESP2
-1.2196541546,-1.6654694864,-0.3321911775,-0.4043043653,1.6623078615,-0.4455161515,-0.4022120764,-0.4465735361,0.0048098407,42.0293433911,2.2536280183,ESP2
-1.2179639213,-1.6654694864,-0.31987855,-0.399730382,1.6456813145,-0.4455161515,-0.4022120764,-0.3502993184,0.001569083,42.0293433513,2.2536280482,ESP2
-1.2174205553,-1.6654694864,-0.3075659224,-0.3951563988,1.6456813145,-0.4455161515,-0.4022120764,-0.2046222649,-0.0072367961,42.0293433185,2.2536280638,ESP2
-1.2199934899,-1.6654694864,-0.3075659224,-0.3905824155,1.6290547675,-0.4455161515,-0.4022120764,0.0847607404,-0.0029218547,42.0293432883,2.2536280671,ESP2
-1.2210394158,-1.6654694864,-0.3075659224,-0.3922976593,1.6623078615,-0.4455161515,-0.4022120764,0.0024251408,-0.0035226693,42.0293432654,2.2536280531,ESP2
-1.2222979631,-1.6654694864,-0.3075659224,-0.394012903,1.6290547675,-0.4455161515,-0.4022120764,0.1513922357,-0.0081046395,42.0293432529,2.2536280481,ESP2
-1.2251780177,-1.6654694864,-0.3075659224,-0.3957281467,1.6290547675,-0.4455161515,-0.4022120764,0.3102964322,0.0044032287,42.0293432362,2.2536280345,ESP2
-1.2236316797,-1.6654694864,-0.3075659224,-0.3974433904,1.6456813145,-0.4455161515,-0.4022120764,0.2523281148,-0.0003243934,42.0293432234,2.2536280156,ESP2
-1.2237583935,-1.6654694864,-0.3075659224,-0.3860084323,1.6290547675,-0.4455161515,-0.4022120764,0.5044572649,0.0026918174,42.0293432062,2.2536279952,ESP2
-1.2228177045,-1.6654694864,-0.3075659224,-0.3745734741,1.6290547675,-0.4455161515,-0.4022120764,0.1210932551,-0.0037714915,42.0293431995,2.2536279737,ESP2
-1.2241643073,-1.6654694864,-0.3075659224,-0.363138516,1.6456813145,-0.4455161515,-0.4022120764,0.1801776917,-0.0057074498,42.0293431918,2.2536279681,ESP2
-1.2261960236,-1.6654694864,-0.3075659224,-0.3768604658,1.6623078615,-0.4455161515,-0.4022120764,0.3906045887,0.0138402666,42.0293431676,2.253627946,ESP2
-1.221310025,-1.6654694864,-0.3075659224,-0.3905824155,1.6456813145,-0.4455161515,-0.4022120764,0.6500644573,0.0068064873,42.0293431454,2.2536279023,ESP2
-1.218913201,-1.6654694864,-0.3075659224,-0.4043043653,1.6623078615,-0.4455161515,-0.4022120764,0.7210020927,0.0006769643,42.0293431397,2.2536278487,ESP2
-1.2186855457,-1.6654694864,-0.3075659224,-0.3928694072,1.6124282205,-0.4455161515,-0.4022120764,0.7293793646,-0.0006217663,42.029343139,2.2536277959,ESP2
-1.2189174964,-1.6654694864,-0.3075659224,-0.381434449,1.6456813145,-0.4455161515,-0.4022120764,1.2196342231,-0.0072185896,42.0293431389,2.2536277575,ESP2
-1.221483988,-1.6654694864,-0.3075659224,-0.3699994909,1.6623078615,-0.4455161515,-0.4022120764,-1.6132512755,-0.0120251067,42.029343147,2.2536277482,ESP2
-1.2257514514,-1.6654694864,-0.3075659224,-0.3837214407,1.6290547675,-0.4455161515,-0.4022120764,-1.6580177607,0.0056898217,42.029343163,2.253627762,ESP2
-1.2237498027,-1.6654694864,-0.3075659224,-0.3974433904,1.6623078615,-0.4455161515,-0.4022120764,-1.4472513114,0.007771432,42.0293431899,2.2536277813,ESP2
-1.2210114958,-1.6654694864,-0.3075659224,-0.4111653402,1.6456813145,-0.4455161515,-0.4022120764,-1.082151248,-0.0121464834,42.029343198,2.2536277941,ESP2
-1.2253219131,-1.6654694864,-0.3075659224,-0.4248872899,1.6456813145,-0.4455161515,-0.4022120764,-1.3076398164,0.0004099355,42.0293431988,2.2536278116,ESP2
-1.2251887562,-1.6654694864,-0.3075659224,-0.4386092397,1.6456813145,-0.4455161515,-0.4022120764,-1.7224429273,0.0023094808,42.0293432061,2.2536278313,ESP2
-1.2243833718,-1.6654694864,-0.3075659224,-0.4523311895,1.6456813145,-0.4455161515,-0.4022120764,1.571712786,0.0060418141,42.0293432296,2.2536278438,ESP2
-1.222257157,-1.6654694864,-0.3075659224,-0.4660531392,1.6290547675,-0.4455161515,-0.4022120764,1.5522292567,0.0012959854,42.0293432567,2.2536278407,ESP2
-1.2218104371,-1.6654694864,-0.3075659224,-0.4546181811,1.6456813145,-0.4455161515,-0.4022120764,1.6146192775,-0.0055557289,42.0293432754,2.2536278377,ESP2
-1.2237884612,-1.6654694864,-0.3075659224,-0.443183223,1.6290547675,-0.4455161515,-0.4022120764,1.4704629047,-0.0008645197,42.0293432929,2.2536278375,ESP2
-1.2241063196,-1.6654694864,-0.3075659224,-0.4317482648,1.6290547675,-0.4455161515,-0.4022120764,1.5344474201,0.001714735,42.0293433123,2.2536278305,ESP2
-1.223511409,-1.6654694864,-0.3075659224,-0.4408962313,1.6456813145,-0.4455161515,-0.4022120764,1.1537329111,-0.0043237555,42.0293433257,2.2536278278,ESP2
-1.2250534516,-1.6654694864,-0.3075659224,-0.4500441979,1.6456813145,-0.4455161515,-0.4022120764,1.2022545259,0.0008772358,42.0293433358,2.2536278131,ESP2
-1.2247549225,-1.6654694864,-0.3075659224,-0.4591921644,1.6290547675,-0.4455161515,-0.4022120764,1.384282904,-0.0008220379,42.0293433458,2.2536278009,ESP2
-1.225057747,-1.6654694864,-0.3075659224,-0.4271742816,1.6290547675,-0.4455161515,-0.4022120764,1.5246177529,0.0035778672,42.029343363,2.2536277906,ESP2
-1.223803495,-1.6654694864,-0.3075659224,-0.3951563988,1.6290547675,-0.4455161515,-0.4022120764,1.5807658313,-0.0042509295,42.0293433753,2.2536277878,ESP2
-1.2253197654,-1.6654694864,-0.3075659224,-0.363138516,1.6456813145,-0.4455161515,-0.4022120764,-1.087424816,-0.0062172319,42.0293433785,2.2536277875,ESP2
-1.2275318879,-1.6654694864,-0.3075659224,-0.3882954239,1.6456813145,-0.4455161515,-0.4022120764,-0.6546003511,0.0018785935,42.0293433789,2.2536277955,ESP2
-1.2268789896,-1.6654694864,-0.3075659224,-0.4134523318,1.6456813145,-0.4455161515,-0.4022120764,-0.8792682676,0.0115644536,42.0293433642,2.2536278193,ESP2
-1.2227983753,-1.6654694864,-0.3075659224,-0.4386092397,1.6456813145,-0.4455161515,-0.4022120764,-1.2146982885,-0.0049124324,42.0293433596,2.2536278395,ESP2
-1.2245487441,-1.6654694864,-0.3075659224,-0.4569051727,1.6290547675,-0.4455161515,-0.4022120764,-0.9658569514,0.004615638,42.0293433662,2.2536278685,ESP2
-1.2229272368,-1.6654694864,-0.3075659224,-0.4752011058,1.6456813145,-0.4455161515,-0.4022120764,-1.0059843835,0.0072252369,42.0293433614,2.2536279126,ESP2
-1.2203822221,-1.6654694864,-0.3075659224,-0.4934970388,1.6290547675,-0.4455161515,-0.4022120764,-0.9090559939,-0.0011072731,42.0293433592,2.2536279548,ESP2
-1.2207859882,-1.6654694864,-0.3075659224,-0.4408962313,1.6456813145,-0.4455161515,-0.4022120764,-0.7043129068,-0.0004093571,42.0293433517,2.253627995,ESP2
-1.2209427697,-1.6654694864,-0.3075659224,-0.3882954239,1.6290547675,-0.4455161515,-0.4022120764,-0.4739189205,-0.001149755,42.0293433352,2.2536280272,ESP2
-1.2213615696,-1.6654694864,-0.3075659224,-0.3356946165,1.6456813145,-0.4455161515,-0.4022120764,-0.241261092,-0.0047060921,42.0293433165,2.2536280429,ESP2
-1.2230389168,-1.6654694864,-0.3075659224,-0.3722864825,1.6290547675,-0.4455161515,-0.4022120764,-0.4415357629,-0.0002090856,42.0293432951,2.2536280471,ESP2
-1.2231248245,-1.6654694864,-0.3075659224,-0.4088783486,1.6456813145,-0.4455161515,-0.4022120764,-0.4346690564,0.0008104786,42.0293432751,2.2536280619,ESP2
-1.2228499199,-1.6654694864,-0.3075659224,-0.4454702146,1.6290547675,-0.4455161515,-0.4022120764,-0.4954291,0.0054409995,42.0293432479,2.2536280813,ESP2
-1.2209363266,-1.6654694864,-0.3075659224,-0.4729141141,1.6290547675,-0.4455161515,-0.4022120764,-0.5936833778,0.0034807659,42.0293432182,2.2536281085,ESP2
-1.2197164377,-1.6654694864,-0.3075659224,-0.5003580137,1.6456813145,-0.4455161515,-0.4022120764,-0.4514242911,-0.0028065468,42.0293431954,2.2536281382,ESP2
-1.2207215574,-1.6654694864,-0.3075659224,-0.5278019132,1.6456813145,-0.4455161515,-0.4022120764,-0.2106037847,-0.0056103484,42.0293431752,2.2536281538,ESP2
-1.2227189107,-1.6654694864,-0.3075659224,-0.5552458127,1.6456813145,-0.4455161515,-0.4022120764,-0.3549595398,0.0022973431,42.0293431486,2.2536281571,ESP2
-1.2219178217,-1.6654694864,-0.3075659224,-0.5049319969,1.6290547675,-0.4455161515,-0.4022120764,-0.4128004993,0.0042029572,42.0293431177,2.2536281722,ESP2
-1.2204423575,-1.6654694864,-0.3075659224,-0.4546181811,1.6456813145,-0.4455161515,-0.4022120764,-0.6364103159,-9.9846564911E-05,42.0293430882,2.2536281913,ESP2
-1.2204896067,-1.6654694864,-0.3075659224,-0.4043043653,1.6290547675,-0.4455161515,-0.4022120764,-0.9849231161,-0.013481627,42.0293430798,2.2536282041,ESP2
-1.2252725162,-1.6654694864,-0.3075659224,-0.4523311895,1.6290547675,-0.4455161515,-0.4022120764,1.3800654706,-0.0033223978,42.029343079,2.2536282144,ESP2
-1.2264601897,-1.6654694864,-0.3075659224,-0.5003580137,1.6456813145,-0.4455161515,-0.4022120764,1.2661484396,-2.70205490756E-05,42.0293430859,2.2536282102,ESP2
-1.2264816666,-1.6654694864,-0.3075659224,-0.5483848378,1.6290547675,-0.4455161515,-0.4022120764,1.2607586518,0.0033047697,42.029343096,2.2536282004,ESP2
-1.2253240608,-1.6654694864,-0.3075659224,-0.4957840304,1.6290547675,-0.4455161515,-0.4022120764,-1.077382308,-0.0061868877,42.0293430986,2.2536281978,ESP2
-1.2275254448,-1.6654694864,-0.3075659224,-0.443183223,1.6290547675,-0.4455161515,-0.4022120764,-1.0481809135,0.0013384672,42.0293430989,2.2536282047,ESP2
-1.2270636911,-1.6654694864,-0.3075659224,-0.3905824155,1.6290547675,-0.4455161515,-0.4022120764,-0.7881585928,0.0050222499,42.0293430989,2.2536282216,ESP2
-1.2252982885,-1.6654694864,-0.3075659224,-0.4477572062,1.6290547675,-0.4455161515,-0.4022120764,-0.7157440721,0.0025704407,42.0293430917,2.2536282413,ESP2
-1.2244005533,-1.6654694864,-0.3075659224,-0.5049319969,1.6124282205,-0.4455161515,-0.4022120764,-0.5697555657,0.0097013214,42.0293430748,2.2536282757,ESP2
-1.2209792804,-1.6654694864,-0.3075659224,-0.5621067876,1.6290547675,-0.4455161515,-0.4022120764,-0.7477481494,0.0036628309,42.0293430479,2.2536283079,ESP2
-1.2196949608,-1.6654694864,-0.3075659224,-0.5460978462,1.6456813145,-0.4455161515,-0.4022120764,-0.9143217251,0.0058172672,42.0293430254,2.2536283597,ESP2
-1.2176482106,-1.6654694864,-0.3075659224,-0.5300889048,1.6456813145,-0.4455161515,-0.4022120764,-1.1644549032,0.0078685333,42.0293430124,2.2536284333,ESP2
-1.2148755406,-1.6654694864,-0.3075659224,-0.5140799634,1.6290547675,-0.4455161515,-0.4022120764,-1.1741669542,-0.0009191392,42.0293430236,2.2536285055,ESP2
-1.2152127282,-1.6654694864,-0.3075659224,-0.4774880974,1.6124282205,-0.4455161515,-0.4022120764,-1.2287690103,-0.0008281067,42.0293430356,2.2536285757,ESP2
-1.2155177004,-1.6654694864,-0.3075659224,-0.4408962313,1.6124282205,-0.4455161515,-0.4022120764,-1.1742851812,-0.0142948508,42.0293430458,2.2536286169,ESP2
-1.2205884005,-1.6654694864,-0.3075659224,-0.4043043653,1.6124282205,-0.4455161515,-0.4022120764,-1.2618821438,-0.0132813554,42.0293430486,2.2536286334,ESP2
-1.2253004362,-1.6654694864,-0.3075659224,-0.4111653402,1.6124282205,-0.4455161515,-0.4022120764,-1.3681001427,0.005532032,42.0293430562,2.2536286592,ESP2
-1.2233546275,-1.6654694864,-0.3075659224,-0.4180263151,1.6623078615,-0.4455161515,-0.4022120764,-1.5157952615,0.0153999571,42.0293430796,2.2536287086,ESP2
-1.2179166721,-1.6654694864,-0.3075659224,-0.4248872899,1.6623078615,-0.4455161515,-0.4022120764,-1.7109994989,0.0048037718,42.0293431168,2.2536287545,ESP2
-1.2162285864,-1.6654694864,-0.3075659224,-0.4317482648,1.6456813145,-0.4455161515,-0.4022120764,-1.8647587355,-0.0023695907,42.0293431601,2.253628779,ESP2
-1.2170790723,-1.6654694864,-0.3075659224,-0.4271742816,1.6290547675,-0.4455161515,-0.4022120764,-1.7525924294,-0.0003426,42.0293432062,2.2536287868,ESP2
-1.2172122292,-1.6654694864,-0.3075659224,-0.4226002983,1.6456813145,-0.4455161515,-0.4022120764,-1.623293688,-0.0082502915,42.0293432385,2.2536288014,ESP2
-1.2201438284,-1.6654694864,-0.3075659224,-0.4180263151,1.6124282205,-0.4455161515,-0.4022120764,-1.8036953665,-0.0053554574,42.0293432608,2.2536288199,ESP2
-1.2220509786,-1.6654694864,-0.3075659224,-0.4294612732,1.6290547675,-0.4455161515,-0.4022120764,-1.2334831511,-0.0024545544,42.0293432826,2.2536288269,ESP2
-1.2229315322,-1.6654694864,-0.3075659224,-0.4408962313,1.6290547675,-0.4455161515,-0.4022120764,-1.3328428652,-0.0033830861,42.0293432883,2.253628849,ESP2
-1.2241406826,-1.6654694864,-0.3075659224,-0.4523311895,1.6124282205,-0.4455161515,-0.4022120764,-1.4670333483,0.0091551263,42.0293433032,2.2536288855,ESP2
-1.220912702,-1.6654694864,-0.3075659224,-0.461479156,1.6623078615,-0.4455161515,-0.4022120764,1.3755753261,-0.0085537332,42.0293433155,2.2536289035,ESP2
-1.2239516858,-1.6654694864,-0.3075659224,-0.4706271225,1.6456813145,-0.4455161515,-0.4022120764,1.2726644717,0.0007073084,42.029343333,2.2536288927,ESP2
-1.223713292,-1.6654694864,-0.3075659224,-0.479775089,1.6623078615,-0.4455161515,-0.4022120764,1.5480085807,-0.0025637934,42.0293433455,2.2536288808,ESP2
-1.224632504,-1.6654694864,-0.3075659224,-0.4706271225,1.6456813145,-0.4455161515,-0.4022120764,-1.7162687598,0.0015569453,42.029343363,2.2536288778,ESP2
-1.2240934334,-1.6654694864,-0.3075659224,-0.461479156,1.6290547675,-0.4455161515,-0.4022120764,-1.8760269755,-0.002691239,42.0293433755,2.2536288847,ESP2
-1.225057747,-1.6654694864,-0.3075659224,-0.4523311895,1.6290547675,-0.4455161515,-0.4022120764,-1.9303885857,0.0027342992,42.029343393,2.2536288872,ESP2
-1.2241020242,-1.6654694864,-0.3075659224,-0.4340352565,1.5958016735,-0.4455161515,-0.4022120764,-1.6671951593,0.0012110217,42.0293434123,2.2536288875,ESP2
-1.223685372,-1.6654694864,-0.3075659224,-0.4157393234,1.6456813145,-0.4455161515,-0.4022120764,-1.583188003,0.0013991556,42.0293434312,2.2536289006,ESP2
-1.2232021414,-1.6654694864,-0.3075659224,-0.3974433904,1.6290547675,-0.4455161515,-0.4022120764,-1.7462512522,0.0034686282,42.0293434527,2.2536289213,ESP2
-1.2219865479,-1.6654694864,-0.3075659224,-0.4020173737,1.6290547675,-0.4455161515,-0.4022120764,-1.8808563394,0.001641909,42.0293434799,2.2536289341,ESP2
-1.2214174095,-1.6654694864,-0.3075659224,-0.4065913569,1.6456813145,-0.4455161515,-0.4022120764,1.0091766088,-0.0030675067,42.029343504,2.2536289372,ESP2
-1.22251488,-1.6654694864,-0.3075659224,-0.4111653402,1.6124282205,-0.4455161515,-0.4022120764,0.8206575376,0.0006344824,42.0293435158,2.2536289075,ESP2
-1.2223022585,-1.6654694864,-0.3075659224,-0.4157393234,1.6290547675,-0.4455161515,-0.4022120764,0.7698088526,-0.0053372509,42.0293435185,2.2536288847,ESP2
-1.2242029657,-1.6654694864,-0.3075659224,-0.4203133067,1.6290547675,-0.4455161515,-0.4022120764,-0.8034612417,-0.008232085,42.0293435189,2.2536288781,ESP2
-1.2271281218,-1.6654694864,-0.3075659224,-0.4248872899,1.6456813145,-0.4455161515,-0.4022120764,-1.1676613519,0.0083419024,42.0293435117,2.2536288992,ESP2
-1.2241879319,-1.6654694864,-0.3075659224,-0.4163110713,1.6456813145,-0.4455161515,-0.4022120764,-1.4111455063,0.0033533204,42.0293435164,2.2536289283,ESP2
