speed,ec,temp,do,voltage,m0_current,m1_current,heading,acceleration,latitude,longitude,experiment
-0.8719385705,0.1792530177,-1.231012987,-0.3356946165,-0.6838826593,-0.0375048341,0.0594940706,-1.2554265284,1.1706208398,42.0295634242,2.253017529,ESP2
-0.4576810539,0.1807527921,-1.231012987,-0.308250717,-0.7984210941,-2.2115976387,1.8522052309,-1.1429134926,1.7356414837,42.0295655129,2.2530248117,ESP2
0.1565308567,0.1822525665,-1.231012987,-0.2808068174,-1.0274979639,-3.8061311961,3.1667129368,-1.1992798209,1.2586128735,42.0295668066,2.2530349811,ESP2
0.6019277555,0.1837523409,-1.231012987,-0.2533629179,-1.1272572459,-3.9095213595,3.3642964406,-1.2467042335,1.9283087774,42.0295696052,2.2530486352,ESP2
1.2843224351,0.1912512128,-1.231012987,-0.2693718593,-0.7984210941,3.0184890565,-4.1687205934,-1.3100096349,1.0532799218,42.0295737827,2.2530638976,ESP2
1.6570543323,0.1987500848,-1.231012987,-0.2853808007,-1.3230810216,3.0184890565,-2.1988102734,-1.6656912805,-2.3986853665,42.0295776061,2.2530741592,ESP2
0.8081748863,0.2062489568,-1.231012987,-0.3013897421,-0.7171357532,2.6871084623,-2.5733631799,1.2458974027,-2.8036708405,42.0295814902,2.2530768635,ESP2
-0.1840243232,0.2002498592,-1.231012987,-0.3219726667,-0.6838826593,-2.7681558915,-2.0701124439,0.9978949418,0.4420208267,42.0295854608,2.2530727115,ESP2
-0.0276100833,0.1942507616,-1.231012987,-0.3425555914,-0.6838826593,-0.6052760717,-0.5288420927,0.8749243341,1.6392865959,42.0295888521,2.2530637708,ESP2
0.552502926,0.1882516641,-1.231012987,-0.363138516,-0.6672561123,-0.5155721928,-0.4205775719,0.8787511393,0.3045617218,42.0295908454,2.2530534682,ESP2
0.6602719486,0.1732539201,-1.231012987,-0.3356946165,-0.6672561123,-0.5058521942,-0.4207357653,0.8821190265,-1.0023011323,42.0295925064,2.2530451155,ESP2
0.3055570372,0.1582561762,-1.231012987,-0.308250717,-0.6340030183,-0.8007533496,-0.7225573923,0.7627829716,-0.9143879935,42.029593846,2.2530385356,ESP2
-0.0180464121,0.1432584322,-1.231012987,-0.2808068174,-0.6340030183,-1.0211333609,-0.9721940438,0.6793402519,-0.569320124,42.029594085,2.2530328581,ESP2
-0.2195342581,0.1642552738,-1.231012987,-0.2533629179,-0.6173764713,-0.4455161515,-0.4022120764,0.4832438979,-0.7938063178,42.0295938086,2.253028772,ESP2
-0.5004652206,0.1852521153,-1.231012987,-0.2396409681,-0.6838826593,-1.8556953517,-1.8884575047,-0.521507195,-0.2559740532,42.0295926783,2.2530255179,ESP2
-0.5910634479,0.2062489568,-1.231012987,-0.2259190184,-0.7005092062,-1.8958951321,-1.932167836,-0.5622074171,-1.137824279,42.0295918919,2.2530263099,ESP2
-0.9937384631,0.1987500848,-1.231012987,-0.2121970686,-0.6838826593,-1.913114702,-1.9508911498,-0.6434725633,0.2121819208,42.0295909121,2.2530274532,ESP2
-0.9186616038,0.1912512128,-1.231012987,-0.2625108844,-0.7337623002,-1.943698404,-1.9841456535,-0.1345555573,-0.4829788134,42.0295905322,2.2530280446,ESP2
-1.0895942397,0.1837523409,-1.231012987,-0.3128247002,-0.7171357532,-1.9045551451,-1.9355388611,-0.2347995059,0.1221811029,42.0295897711,2.253028002,ESP2
-1.0463676486,0.1792530177,-1.231012987,-0.363138516,-0.6506295653,-0.5510539982,-0.2613107593,-0.4336152797,0.8394991523,42.0295877837,2.2530283669,ESP2
-0.7492903397,0.1747536945,-1.231012987,-0.3471295746,-1.1272572459,-1.8826938082,3.3642964406,-0.642414311,0.814404521,42.0295849445,2.2530303905,ESP2
-0.4610937361,0.1702543713,-1.231012987,-0.3311206332,-1.2584222277,3.0184890565,-4.1687205934,-0.7171182032,2.2336075735,42.0295806689,2.2530370216,ESP2
0.3293427229,0.1807527921,-1.231012987,-0.3151116918,-0.946212623,2.7709685644,0.6189448802,-0.5704575941,-0.1865587224,42.029577231,2.2530440419,ESP2
0.2633097934,0.1912512128,-1.231012987,-0.2762328342,-1.1752894927,-3.5063457934,3.3642964406,0.4712200283,-2.2559949261,42.0295750655,2.2530466443,ESP2
-0.5350731249,0.2017496336,-1.231012987,-0.2373539765,-1.012718811,-0.7731348361,3.3642964406,0.324758887,-1.4120142286,42.0295747068,2.2530456661,ESP2
-1.0347808518,0.1972503104,-1.231012987,-0.1984751188,-1.4062137566,3.0184890565,-0.0665295378,0.4842394487,0.8142042495,42.0295733807,2.2530436203,ESP2
-0.746655122,0.1927509872,-1.231012987,-0.1893271523,-1.2417956807,2.6620221366,3.3642964406,0.2709744809,0.4275952068,42.0295722623,2.2530403854,ESP2
-0.5953459452,0.1882516641,-1.231012987,-0.1801791858,-0.7651680001,-0.4975766858,-0.4205587394,0.1806985538,1.3198959658,42.0295689181,2.2530361211,ESP2
-0.1282616555,0.1927509872,-1.231012987,-0.1710312193,-0.7171357532,-0.5016330359,-0.4161481579,-0.0330007285,1.4744509779,42.0295633082,2.2530309683,ESP2
0.3935178991,0.1972503104,-1.231012987,-0.1778921942,-0.7005092062,-0.5016330359,-0.4161481579,-0.9830737289,-2.527751273,42.029560337,2.2530300693,ESP2
-0.5010365066,0.2017496336,-1.231012987,-0.1847531691,-0.7005092062,-0.4970293729,-0.4211538477,-1.6754947912,-1.2776805735,42.0295602073,2.2530316102,ESP2
-0.9532050773,0.1972503104,-1.231012987,-0.191614144,-0.7005092062,-0.5016330359,-0.4161481579,0.9486369606,-0.4061534355,42.0295607001,2.2530319389,ESP2
-1.0969500839,0.1927509872,-1.231012987,-0.1984751188,-0.7005092062,-0.5016330359,-0.4161481579,0.9060120103,0.156676359,42.0295609939,2.2530309631,ESP2
-1.041516013,0.1882516641,-1.231012987,-0.2053360937,-0.6672561123,-0.5043072479,-0.4216736259,1.1008737456,0.3541258945,42.0295613923,2.2530292875,ESP2
-0.9162067921,0.195750536,-1.231012987,-0.2121970686,-0.6672561123,-0.5016330359,-0.4161481579,0.7118901932,0.0470732052,42.0295622298,2.2530278168,ESP2
-0.8995600337,0.203249408,-1.231012987,-0.2190580435,-0.6838826593,-0.4975766858,-0.4205587394,-0.2080454489,-0.6565171403,42.0295622164,2.2530272738,ESP2
-1.1319059142,0.21074828,-1.231012987,-0.2121970686,-0.6672561123,-0.5016330359,-0.4161481579,-0.119372631,0.043189151,42.0295617507,2.2530273293,ESP2
-1.1166336784,0.2062489568,-1.231012987,-0.2053360937,-0.6672561123,-0.5016330359,-0.4161481579,0.0777279144,-0.0662926261,42.0295613822,2.2530272953,ESP2
-1.1401058012,0.2017496336,-1.231012987,-0.1984751188,-0.6340030183,-0.4929730228,-0.4255644292,0.245126046,-0.0317124063,42.0295610876,2.2530271197,ESP2
-1.1513403766,0.1972503104,-1.231012987,-0.2007621105,-0.6506295653,-0.5016330359,-0.4161481579,0.5699657692,0.0402093532,42.0295607987,2.2530267836,ESP2
-1.1371226574,0.2017496336,-1.231012987,-0.2030491021,-0.6340030183,-0.4970293729,-0.4211538477,0.4947555732,-0.0412708209,42.0295607088,2.2530263694,ESP2
-1.1517398472,0.2062489568,-1.231012987,-0.2053360937,-0.6506295653,-0.4975766858,-0.4205587394,0.4116854098,-0.0887473143,42.0295606323,2.2530261367,ESP2
-1.1831584293,0.21074828,-1.231012987,-0.2007621105,-0.6506295653,-0.5016330359,-0.4161481579,0.3661311717,-0.0342249038,42.0295605584,2.2530259794,ESP2
-1.1952821491,0.2062489568,-1.231012987,-0.1961881272,-0.6340030183,-0.5058521942,-0.4207357653,0.4021788242,-0.0380239943,42.0295605092,2.2530258914,ESP2
-1.2087503238,0.2017496336,-1.231012987,-0.191614144,-0.6672561123,-0.5016330359,-0.4161481579,0.4036401837,-0.0109145099,42.0295604732,2.2530258175,ESP2
-1.2126247597,0.1972503104,-1.231012987,-0.2076230853,-0.6506295653,-0.4974762296,-0.4116283477,0.5036873331,-0.0219779955,42.0295604552,2.2530257803,ESP2
-1.2204144375,0.195750536,-1.231012987,-0.2236320267,-0.6340030183,-0.4970293729,-0.4211538477,0.8218429571,0.0019392819,42.0295604412,2.2530257359,ESP2
-1.2197400623,0.1942507616,-1.231012987,-0.2396409681,-0.6173764713,-0.5016330359,-0.4161481579,0.7783128681,-0.0021875257,42.0295604464,2.2530256927,ESP2
-1.2205261175,0.1927509872,-1.231012987,-0.2602238928,-0.6173764713,-0.5016330359,-0.4161481579,0.7409533834,-0.0041477593,42.0295604487,2.2530256573,ESP2
-1.2220058771,0.1882516641,-1.231012987,-0.2808068174,-0.6173764713,-0.5016330359,-0.4161481579,1.3584920781,-0.0093001999,42.0295604489,2.2530256405,ESP2
-1.2253090269,0.1837523409,-1.231012987,-0.3013897421,-0.6173764713,-0.5016330359,-0.4161481579,1.4090619103,0.0224398053,42.0295604898,2.2530256131,ESP2
-1.2173797491,0.1792530177,-1.231012987,-0.3059637253,-0.6173764713,-0.5064202911,-0.4111424681,1.3715990745,-0.0009494834,42.029560531,2.2530255915,ESP2
-1.2177276752,0.1822525665,-1.231012987,-0.3105377086,-0.6340030183,-0.4960906275,-0.4101217443,1.293808102,-0.0087964866,42.0295605592,2.2530255737,ESP2
-1.2208525666,0.1852521153,-1.231012987,-0.3151116918,-0.6173764713,-0.4839666093,-0.3969389645,1.2601797273,-0.0007188677,42.0295605844,2.2530255516,ESP2
-1.2211188804,0.1882516641,-1.231012987,-0.3173986835,-0.6340030183,0.2071474618,-0.5253731384,1.3148443605,0.0010471632,42.0295606098,2.2530255264,ESP2
-1.2207602159,0.1927509872,-1.231012987,-0.3196856751,-0.6025973184,-0.3976990236,-0.5293355053,1.211183872,0.0077896385,42.0295606468,2.2530254967,ESP2
-1.2180154659,0.1972503104,-1.231012987,-0.3219726667,-0.6506295653,-0.5016330359,-0.4161481579,-0.6841390118,-0.0062718514,42.0295606721,2.2530254667,ESP2
-1.2202469176,0.2017496336,-1.231012987,-0.3219726667,-1.0274979639,-3.3422939707,3.2603596381,-0.9030492397,0.3278114274,42.0295603614,2.2530260272,ESP2
-1.104250088,0.1987500848,-1.231012987,-0.3219726667,-1.0940041519,-2.7276166386,3.3316671774,-1.2426718687,2.4370409799,42.0295593224,2.2530314094,ESP2
-0.241820855,0.195750536,-1.231012987,-0.3219726667,-0.7005092062,3.0184890565,-3.789323957,-1.4440532044,3.2499188998,42.0295623558,2.2530427404,ESP2
0.9082766495,0.1927509872,-1.231012987,-0.3219726667,-0.7171357532,-0.5016330359,-0.4161481579,-1.6583058492,1.037931839,42.0295691248,2.2530535197,ESP2
1.2755770344,0.1942507616,-1.231012987,-0.3242596583,-0.6838826593,-0.5016330359,-0.4161481579,1.5577448577,-2.4744304918,42.0295751393,2.2530578422,ESP2
0.3998922481,0.195750536,-1.231012987,-0.32654665,-0.7337623002,-1.3605781593,-1.3502799352,1.3502429609,1.2951593957,42.0295838242,2.2530565594,ESP2
0.8582225464,0.1972503104,-1.231012987,-0.3288336416,-0.6506295653,-0.7469677407,0.241638656,0.9955008547,-3.4045765037,42.0295871057,2.253054282,ESP2
-0.3466303584,0.1987500848,-1.231012987,-0.3173986835,-0.912959529,-1.6842651979,0.9002691679,0.6417142712,-0.2967930351,42.0295885724,2.2530503745,ESP2
-0.4516739602,0.2002498592,-1.231012987,-0.3059637253,-0.6672561123,-0.5875646131,-0.3232509918,0.4169139345,-0.3319619319,42.02958814,2.2530467047,ESP2
-0.5691634355,0.2017496336,-1.231012987,-0.2945287672,-0.6340030183,-0.5091291431,-0.4082121245,0.0913333808,-1.0550028924,42.0295875098,2.2530453352,ESP2
-0.9425289018,0.1912512128,-1.231012987,-0.3013897421,-0.6672561123,-0.5016330359,-0.4161481579,-0.6229180338,-0.4043631293,42.0295869696,2.2530449921,ESP2
-1.0856403393,0.1807527921,-1.231012987,-0.308250717,-0.6506295653,-0.5016330359,-0.4161481579,-0.9463643648,0.8873458447,42.0295856671,2.2530468769,ESP2
-0.7716306289,0.1702543713,-1.231012987,-0.3151116918,-0.6506295653,-0.3995453384,-0.5375351944,-0.9378251781,0.556454773,42.0295851832,2.2530505033,ESP2
-0.574719514,0.1747536945,-1.231012987,-0.3173986835,-0.6506295653,-0.5058521942,-0.4207357653,-0.851339361,-0.5498695089,42.0295848149,2.2530530427,ESP2
-0.769324008,0.1792530177,-1.231012987,-0.3196856751,-0.6838826593,-0.4975766858,-0.430769744,-0.8384685364,0.6250993617,42.0295838499,2.2530566502,ESP2
-0.5481203521,0.1837523409,-1.231012987,-0.3219726667,-0.6340030183,-0.5106394494,-0.42594108,-0.9968138754,0.5172440323,42.0295825482,2.2530611899,ESP2
-0.3650854733,0.1882516641,-1.231012987,-0.3128247002,-0.6506295653,-0.5016330359,-0.4261708371,-1.1488873494,0.6277514425,42.0295821462,2.2530672844,ESP2
-0.1429432761,0.1927509872,-1.231012987,-0.3036767337,-0.6506295653,-0.4959520673,-0.4223252319,-1.3807922071,0.4736394553,42.0295830864,2.2530742333,ESP2
0.0246604377,0.1972503104,-1.231012987,-0.2945287672,-0.6340030183,-0.4975766858,-0.4205587394,-1.5143481402,0.4902255804,42.0295864097,2.253080915,ESP2
0.198133793,0.1807527921,-1.231012987,-0.3105377086,-0.6506295653,-0.5016330359,-0.4161481579,-1.5436731513,1.3557263656,42.0295922784,2.2530881984,ESP2
0.6778980545,0.1642552738,-1.231012987,-0.32654665,-0.6173764713,-0.5016330359,-0.4161481579,-1.5261595493,-0.3661112645,42.0295980021,2.2530945961,ESP2
0.548323518,0.1477577554,-1.231012987,-0.3425555914,-1.2251691337,2.7256663043,3.1031681717,-1.4999632834,0.2289865239,42.0296038302,2.2531015318,ESP2
0.6293473356,0.1417586579,-1.231012987,-0.3196856751,-0.96283917,3.0184890565,-2.4983682288,-1.6529716634,0.384937368,42.0296098231,2.2531093577,ESP2
0.7655603873,0.1357595603,-1.231012987,-0.2968157588,-0.946212623,2.0206927484,-0.3477822618,1.5381133912,-1.3220073418,42.0296154315,2.2531134803,ESP2
0.2977050763,0.1297604627,-1.231012987,-0.2739458425,-0.912959529,1.7379329313,-0.1640632759,1.2361057471,-0.2474473405,42.0296213924,2.2531123169,ESP2
0.2101243558,0.1552566274,-1.231012987,-0.289383036,-0.8316741881,1.5736559483,-0.1273624169,1.0790808881,1.3120914444,42.0296275993,2.2531055915,ESP2
0.674446714,0.1807527921,-1.231012987,-0.3048202295,-1.1272572459,1.9546410971,-3.047269048,0.9759569392,1.0573339034,42.0296331049,2.2530951122,ESP2
1.0486132693,0.2062489568,-1.231012987,-0.320257423,-0.7337623002,-0.4975766858,-0.4205587394,0.9177417703,1.3076429886,42.0296379222,2.2530810956,ESP2
1.5113613694,0.21074828,-1.2433256145,-0.3356946165,-0.996092264,0.7146103687,0.9251394236,0.948218516,0.4339978273,42.0296418535,2.2530656681,ESP2
1.6649363609,0.2152476031,-1.255638242,-0.3402685997,-1.1438837928,0.1537567495,1.6432694705,1.0689695727,-1.7263070376,42.0296454368,2.2530537407,ESP2
1.0540039755,0.2197469263,-1.2679508695,-0.344842583,-1.1106306989,-0.4183063906,2.3664617048,1.1793252473,-0.8853182755,42.0296500767,2.2530445655,ESP2
0.7406879695,0.2152476031,-1.255638242,-0.3494165662,-1.0607510579,0.1106091006,2.466078322,1.1719705108,0.1659131254,42.0296561246,2.2530365425,ESP2
0.7993908272,0.21074828,-1.2433256145,-0.3585645328,-1.3563341156,1.6693594842,1.7099743363,0.9744724773,1.9792384378,42.0296641567,2.2530256067,ESP2
1.4998089356,0.2062489568,-1.231012987,-0.3677124993,-1.3397075686,1.4316282707,1.6774919668,0.7738119495,-2.3293853436,42.0296674852,2.2530158549,ESP2
0.6754539814,0.1972503104,-1.231012987,-0.3768604658,-1.1106306989,1.6182065192,1.4162808347,0.6137876404,1.3651330593,42.0296682452,2.2530024385,ESP2
1.1585471651,0.1882516641,-1.231012987,-0.3494165662,-1.2251691337,1.6658608389,1.4321491351,0.4972862988,1.9105877802,42.0296656131,2.2529855391,ESP2
1.8346705849,0.1792530177,-1.231012987,-0.3219726667,-1.4228403036,1.6482290524,1.9214562565,0.4706664116,0.0185436135,42.0296604594,2.2529696872,ESP2
1.8412210446,0.1732539201,-1.231012987,-0.2945287672,-1.3230810216,1.9873032022,1.4676974425,0.4645214358,-0.7354544726,42.0296552411,2.2529554942,ESP2
1.5809401379,0.1672548225,-1.231012987,-0.3219726667,-1.3230810216,2.2978581971,1.2191982765,0.4268242973,-0.1314354973,42.029649997,2.252941612,ESP2
1.5344146923,0.161255725,-1.231012987,-0.3494165662,-1.3895872096,2.5988040415,1.08431584,0.3783905639,0.1541395861,42.0296439612,2.2529279665,ESP2
1.588951028,0.1087636212,-1.231012987,-0.3768604658,-1.2417956807,3.0184890565,-0.0145027557,0.4099961145,-1.1145502981,42.0296380442,2.2529168719,ESP2
1.1945124106,0.0562715174,-1.231012987,-0.3654255076,-1.4542460035,2.1479845477,2.446398315,0.5003900301,-0.0447846761,42.0296326322,2.2529054252,ESP2
1.1786517073,0.0037794136,-1.231012987,-0.3539905495,-1.3729606626,2.2171641958,2.098105506,0.5848054253,0.2912284921,42.0296284708,2.252892432,ESP2
1.2817022512,0.0637703894,-1.231012987,-0.3425555914,-1.3397075686,2.5600141112,1.8126719575,0.5888566587,-1.6437890928,42.0296264114,2.2528819212,ESP2
0.69997203,0.1237613651,-1.231012987,-0.3288336416,-1.6999494202,3.0184890565,1.5293062223,0.5891951621,-0.2176311559,42.029624488,2.2528718116,ESP2
0.6229429189,0.1837523409,-1.231012987,-0.3151116918,-1.5207521915,2.8889664378,1.6505350654,0.6317671358,0.3015515799,42.0296224584,2.2528611176,ESP2
0.7296466864,0.1897514384,-1.231012987,-0.3013897421,-1.6519171733,3.0184890565,1.4691588478,0.6733978052,0.8261962668,42.0296208186,2.2528486255,ESP2
1.0220162551,0.195750536,-1.231012987,-0.2991027504,-1.3895872096,2.8148055503,1.834340681,0.7261725958,-0.6287400841,42.0296199596,2.2528372528,ESP2
0.7995003595,0.2017496336,-1.231012987,-0.2968157588,-1.4542460035,2.8539488091,1.8765255764,0.7405088742,0.3403739151,42.029619887,2.2528251429,ESP2
0.9199429109,0.1822525665,-1.231012987,-0.2945287672,-1.3729606626,2.196684997,2.4461233599,0.7862615747,-0.3727991203,42.0296200327,2.2528137781,ESP2
0.788001618,0.1627554994,-1.231012987,-0.289383036,-1.3729606626,1.9913941923,2.2195829387,0.8222672574,-0.2528789475,42.0296208231,2.2528029685,ESP2
0.6984987135,0.1432584322,-1.231012987,-0.2842373049,-1.5540052855,2.9178354572,1.0587600797,0.7663682056,0.0456530979,42.0296221333,2.2527921585,ESP2
0.7146429121,0.1702543713,-1.231012987,-0.2790915737,-1.3397075686,3.0184890565,-0.5221414741,0.7050326539,0.1814311356,42.0296226621,2.2527808661,ESP2
0.7788374175,0.1972503104,-1.231012987,-0.2739458425,-1.4062137566,3.0184890565,-0.0026796854,0.6817543274,-0.0118612481,42.0296222812,2.2527695867,ESP2
0.7746279417,0.2242462495,-1.231012987,-0.2556499095,-1.5687844383,2.6528875549,2.2419823648,0.7839654859,-0.7966708078,42.0296216581,2.2527599213,ESP2
0.4926832687,0.2422435422,-1.231012987,-0.2373539765,-1.7165759672,2.6166159563,2.1163429402,0.8383640317,0.5220141363,42.0296224076,2.2527492258,ESP2
0.6774062331,0.2602408349,-1.231012987,-0.2190580435,-1.5854109853,2.4555882102,2.1966788004,0.8822407847,1.0056759828,42.029624198,2.2527367064,ESP2
1.0332916366,0.2782381277,-1.231012987,-0.2442149514,-1.5041256445,2.3908113128,2.2486566179,0.8438721924,0.35138885,42.029626841,2.2527237354,ESP2
1.1576322484,0.2512421886,-1.231012987,-0.2693718593,-1.5854109853,2.3600544106,2.2152137888,0.7046765641,-1.7393307568,42.0296283133,2.252713954,ESP2
0.5420909166,0.2242462495,-1.231012987,-0.2945287672,-1.4376194565,2.913065522,1.6468476536,0.6847062932,-0.7967193585,42.0296280263,2.2527055722,ESP2
0.260129062,0.1972503104,-1.231012987,-0.3059637253,-1.5687844383,2.6262597468,1.7814061703,-0.0918398399,-1.0642639341,42.029627648,2.2526993255,ESP2
-0.1165137818,0.1777532433,-1.231012987,-0.3173986835,-1.4062137566,0.9847196388,1.1602976163,-0.9297926325,-2.2529544399,42.0296263402,2.2526991184,ESP2
-0.9138207066,0.1582561762,-1.231012987,-0.3288336416,-1.3064544746,1.5980321529,0.8407357342,0.7747444872,-0.2464581205,42.0296261446,2.2527003721,ESP2
-1.0010513534,0.1387591091,-1.231012987,-0.3059637253,-1.4542460035,1.0920068081,1.3166604509,0.7535418596,2.0431554044,42.0296264538,2.2526950312,ESP2
-0.2780137558,0.146257981,-1.231012987,-0.283093809,-1.2417956807,-0.0299914068,0.1116941122,0.7488673748,3.2992221125,42.029626811,2.2526831021,ESP2
0.8895315962,0.153756853,-1.231012987,-0.2602238928,-0.946212623,-0.5064202911,-0.4213534727,0.7695203267,-0.2439638294,42.0296270835,2.2526716559,ESP2
0.8031836508,0.161255725,-1.231012987,-0.2716588509,-0.912959529,-0.5016330359,-0.4161481579,0.8219513688,0.5521155562,42.029627722,2.2526591319,ESP2
0.9985591661,0.1717541457,-1.231012987,-0.283093809,-0.912959529,-0.5016330359,-0.4161481579,0.8360915356,-1.0184927832,42.0296289763,2.2526487468,ESP2
0.6381142132,0.1822525665,-1.231012987,-0.2945287672,-0.8649272821,-0.5016330359,-0.4161481579,0.7307708853,-0.6064553232,42.0296302566,2.2526395961,ESP2
0.4234846416,0.1927509872,-1.231012987,-0.2922417756,-1.012718811,3.0184890565,-4.1687205934,0.5532355871,0.3034450563,42.029630257,2.2526296792,ESP2
0.5308584889,0.1942507616,-1.231012987,-0.2899547839,-1.2085425867,2.3773675086,-3.9525305375,0.5996206946,2.1109503563,42.0296270187,2.2526162406,ESP2
1.2778879507,0.195750536,-1.231012987,-0.2876677923,-0.896332982,-2.4874155894,3.3642964406,0.4672105484,-3.4482478378,42.0296257822,2.2526091854,ESP2
0.0575802563,0.1972503104,-1.231012987,-0.2876677923,-1.8809940431,0.8053984812,3.3642964406,-1.0503488187,-3.0343957964,42.0296253835,2.2526081175,ESP2
-1.0162698969,0.1897514384,-1.231012987,-0.2876677923,-0.946212623,3.0184890565,-4.1687205934,-0.9701407878,0.1020143653,42.0296253897,2.2526095162,ESP2
-0.9801800853,0.1822525665,-1.231012987,-0.2876677923,-0.946212623,-0.6342975073,0.2581698619,-1.0419899677,3.7025629324,42.0296245069,2.2526182205,ESP2
0.3301030058,0.1747536945,-1.231012987,-0.2842373049,-0.912959529,-0.5108507537,-0.4165248087,-1.0571662171,3.6558511121,42.0296244026,2.2526342984,ESP2
1.6238553138,0.1792530177,-1.231012987,-0.2808068174,-1.2750487747,-3.3109862916,2.6205127043,-1.012301721,1.9212689292,42.0296246701,2.2526542064,ESP2
2.3037586709,0.1837523409,-1.231012987,-0.27737633,-0.896332982,-0.5016330359,-0.4287584284,-0.9618987143,-4.9520079635,42.0296242143,2.2526642197,ESP2
0.5512873325,0.1882516641,-1.231012987,-0.2739458425,-0.8649272821,-0.4975766858,-0.4205587394,-0.8357944879,1.556956785,42.0296227533,2.2526772097,ESP2
1.102264756,0.1897514384,-1.231012987,-0.2693718593,-0.8483007351,-0.5064202911,-0.4213534727,-0.8072022669,-1.6668445957,42.0296200963,2.2526863472,ESP2
0.512375454,0.1912512128,-1.231012987,-0.264797876,-0.8649272821,-0.5016330359,-0.4161481579,-0.8624233996,0.9488170709,42.0296165218,2.2526970178,ESP2
0.8481391338,0.1927509872,-1.231012987,-0.2602238928,-0.8150476411,-0.5016330359,-0.4161481579,-0.8574292256,-0.3080203792,42.0296138829,2.2527075243,ESP2
0.7391223023,0.1912512128,-1.231012987,-0.2510759263,-0.8150476411,-0.4975766858,-0.4205587394,-0.8987113089,1.9274894847,42.0296102364,2.2527216307,ESP2
1.4212270435,0.1897514384,-1.231012987,-0.2419279598,-0.8150476411,1.7893283765,-0.4300842394,-0.9977841166,-0.5148462642,42.029607561,2.2527350652,ESP2
1.2390168783,0.1882516641,-1.231012987,-0.2327799932,-0.8483007351,-0.4929730228,-0.4255644292,-1.0239296345,-1.5984366914,42.0296068702,2.2527457449,ESP2
0.6733363573,0.1942507616,-1.231012987,-0.2327799932,-1.0773776049,-1.4346524466,0.8524119106,-1.0843098904,-0.2618608228,42.0296065624,2.2527559341,ESP2
0.580654869,0.2002498592,-1.231012987,-0.2327799932,-0.8483007351,-0.5016330359,-0.4161481579,-1.1550389198,0.2730219882,42.0296070891,2.2527666529,ESP2
0.6772623378,0.2062489568,-1.231012987,-0.2327799932,-0.8150476411,0.4050737913,-0.2500074672,-1.2273081816,-0.0183913142,42.0296085991,2.2527771635,ESP2
0.6707419457,0.2017496336,-1.231012987,-0.2190580435,-1.0773776049,0.8460312623,-0.3914850601,-1.2387203087,0.3735097523,42.0296112647,2.2527880372,ESP2
0.8029108939,0.1972503104,-1.231012987,-0.2053360937,-0.979465717,0.797254605,0.0146500202,-1.2909560133,0.9358479713,42.0296145537,2.252800597,ESP2
1.1340849565,0.1927509872,-1.231012987,-0.191614144,-1.1586629457,1.5175529199,0.7409420911,-1.2946195301,-0.0382060594,42.0296186651,2.2528126259,ESP2
1.120552351,0.1747536945,-1.2433256145,-0.1939011356,-1.0274979639,0.9962028161,0.5819765991,-1.2366754268,-0.4668964016,42.0296225409,2.2528237749,ESP2
0.9553110981,0.1567564018,-1.255638242,-0.1961881272,-1.0607510579,0.8739130402,0.5145824622,-1.263766078,3.1222488252,42.0296270724,2.2528412808,ESP2
2.0602276119,0.1387591091,-1.2679508695,-0.1984751188,-1.1272572459,0.8839690473,0.4469548018,-1.2149329908,-1.1195510178,42.0296316007,2.2528564031,ESP2
1.6640192965,0.161255725,-1.255638242,-0.2007621105,-1.1272572459,0.9099490864,0.4309396076,-1.2124608893,0.9531016682,42.0296355571,2.2528738128,ESP2
2.0012992466,0.1837523409,-1.2433256145,-0.2030491021,-0.996092264,0.8987603496,0.4519002275,-1.2202353694,0.5156357911,42.0296396773,2.2528922305,ESP2
2.1837649871,0.2062489568,-1.231012987,-0.2053360937,-0.96283917,0.5103830137,0.7548405075,-1.1997634002,0.4059294671,42.0296441665,2.2529113423,ESP2
2.3274069044,0.2047491824,-1.231012987,-0.2213450351,-1.1752894927,0.5962141347,0.7559892926,-1.1987929427,-0.7663569787,42.0296478362,2.2529291867,ESP2
2.0561899515,0.203249408,-1.231012987,-0.2373539765,-1.1106306989,0.61966545,0.7748218352,-1.1623513837,0.8949379569,42.0296518348,2.252948761,ESP2
2.3728864242,0.2017496336,-1.231012987,-0.2533629179,-1.2251691337,2.2653000121,-0.5098626563,-1.1736373692,-3.0901562491,42.0296539617,2.252962604,ESP2
1.2793032795,0.2077487312,-1.231012987,-0.234495237,-1.0274979639,-0.0645794988,1.6292919574,-1.1666656441,3.0852167961,42.0296573086,2.2529823884,ESP2
2.3711145785,0.2137478287,-1.231012987,-0.215627556,-1.0773776049,0.368902649,1.2456353998,-1.1017255512,-1.7456302071,42.0296599308,2.2529988219,ESP2
1.7533439427,0.2197469263,-1.231012987,-0.1967598751,-1.1272572459,0.5828465386,1.095566401,-0.9994122418,0.6654024926,42.0296612332,2.2530168728,ESP2
1.9888104193,0.21074828,-1.231012987,-0.1778921942,-1.1586629457,0.7524719456,1.0023377822,-0.943452938,-2.6451650171,42.0296604321,2.2530296862,ESP2
1.052704622,0.2017496336,-1.231012987,-0.1870401607,-1.2898279276,1.4972642414,0.6900753936,-0.9506874686,3.010127105,42.0296578839,2.2530482354,ESP2
