0,1,clusters
-27.211697,0.888917,6.0
-11.046689,7.8795137,3.0
21.923645,0.5163838,11.0
6.3800154,44.115063,3.0
16.424677,-16.384249,3.0
-40.299465,-29.393831,6.0
19.325216,18.941048,6.0
18.545527,18.341719,3.0
-25.526857,42.071102,3.0
-42.895947,-47.88145,7.0
-26.542095,-6.4330697,6.0
-57.178616,-14.311753,7.0
4.9154477,-60.3864,5.0
-39.869385,39.57941,3.0
-22.043617,64.196556,3.0
-12.267628,60.128735,3.0
-5.6148796,13.315665,3.0
1.179114,-73.90403,5.0
32.67655,37.119217,3.0
-57.120205,-42.71284,7.0
-56.97119,-59.711697,7.0
42.14183,-22.36796,2.0
11.849083,15.401724,3.0
48.340908,1.494488,17.0
38.42882,10.647437,18.0
15.657994,-21.529932,2.0
-30.134466,2.0408897,6.0
-40.108982,-1.011239,6.0
30.28184,-60.68521,19.0
4.773716,-51.202755,5.0
17.438442,19.34164,3.0
-49.23679,46.876087,4.0
4.048223,46.49868,3.0
42.811123,39.609882,3.0
6.116657,59.876724,3.0
32.646706,-24.811218,2.0
67.677475,-0.56743366,20.0
-31.200905,-51.020947,7.0
11.244391,-17.107166,3.0
51.81031,-9.850807,17.0
-4.202763,-25.34239,3.0
-3.81791,46.782944,3.0
-17.603045,-68.65057,16.0
-13.244711,67.32894,3.0
-51.37376,0.23177926,6.0
-30.118027,-3.4309914,6.0
-0.008708893,46.971607,3.0
38.620914,-18.199293,2.0
47.042824,-40.966278,8.0
38.55866,33.185497,3.0
-28.472017,32.19882,3.0
-14.965213,-2.4493568,6.0
-64.75379,-56.068203,7.0
58.11996,-37.086895,1.0
-46.75282,-50.16418,7.0
-41.910862,-20.27664,13.0
18.784962,-28.1849,2.0
-34.33396,-44.01204,7.0
-30.805017,-9.990879,6.0
11.785952,-23.29797,2.0
-48.647377,4.077571,6.0
61.521355,-32.983982,9.0
-4.190514,21.79936,3.0
19.662903,24.121063,3.0
-2.2720084,-44.43719,5.0
68.1948,-36.011654,1.0
-21.152472,35.707794,3.0
73.99436,-26.818003,1.0
20.318722,70.222595,3.0
69.407684,-28.022182,1.0
46.08718,-42.77753,8.0
-42.504337,-35.016464,7.0
72.0092,-36.88249,1.0
-1.4973881,77.381424,3.0
37.214687,-35.465828,8.0
10.5483055,66.912994,3.0
23.173183,21.253538,3.0
62.453724,-28.441427,1.0
6.0232334,-47.00861,5.0
20.129215,-33.518795,2.0
-71.543976,0.023730503,15.0
-32.260048,61.55348,3.0
-13.38967,31.932405,3.0
62.729004,-29.429317,1.0
9.322729,-51.061695,5.0
57.9754,-37.01812,1.0
-16.745695,32.569347,3.0
-60.04004,-26.826893,7.0
-25.241222,48.1929,3.0
9.432847,46.43981,3.0
4.0473375,67.34518,3.0
-40.92271,-1.5012696,6.0
48.442215,33.43466,3.0
-36.925972,1.3221079,6.0
-1.7098848,68.28642,3.0
42.32034,26.252947,3.0
-21.47826,-13.542297,6.0
-31.073622,32.27345,3.0
-46.899837,0.309009,6.0
0.4366517,1.3119857,17.0
-25.846958,35.52195,3.0
52.290638,-49.262077,9.0
2.9080284,54.045834,3.0
-38.3476,-45.31114,7.0
-36.427246,39.775723,3.0
-55.672527,-60.539665,7.0
56.373745,14.5480175,17.0
-23.999962,-38.381466,15.0
-19.83262,56.395844,3.0
-47.02226,-33.425755,7.0
-55.660988,-12.799366,7.0
17.961386,-16.66773,2.0
-11.835666,-22.910563,7.0
-7.476347,15.582792,3.0
-54.357517,-2.7287576,6.0
-25.90236,-1.8303914,15.0
3.5524118,11.703114,3.0
52.471554,4.680896,17.0
10.768685,67.096855,3.0
-62.727695,-7.661534,14.0
-17.422249,-66.61577,6.0
-12.433182,63.1544,3.0
13.312519,-22.865705,2.0
-31.176954,-7.543296,6.0
36.76152,34.02506,3.0
-8.937807,69.98324,3.0
-73.12227,-33.425682,7.0
-17.704248,26.996094,3.0
8.749565,43.255665,3.0
-9.607531,20.52089,3.0
16.322662,-46.922863,20.0
-55.781605,-51.70169,7.0
17.594442,-22.345499,2.0
26.186426,24.260801,3.0
36.32371,34.983448,3.0
