,day,t,rh,ws,wd,r,h,l1,l2,l3,l4,l5,l6,l7,lp,t2,tmv,tm,tm2,tmy,tmy2
795,2016-02-10 03:00:00,7.879167,96.5,6.0,3.0,0.0,0.0,8.586633734217358,9.503578189360693,9.17770144225846,11.008385860150835,13.428137783117958,12.125211049383328,10.412701958341088,27.3101080362957,62.081272613889,8.161056343195249,13.70536,187.83689272959998,10.475,109.725625
796,2016-02-10 04:00:00,7.315,78.5,7.5,3.0,0.0,0.0,11.122750599239783,11.83668604932268,9.822823607759416,13.510557345371664,19.32967387832469,16.189523930403432,11.813885438434694,27.3101080362957,53.50922500000001,8.155947857988147,13.70536,187.83689272959998,10.475,109.725625
797,2016-02-10 05:00:00,6.68,90.0,6.5,2.0,0.0,0.0,25.035878698178635,23.6106857256409,13.627791379394564,28.252052535549,30.39778744748734,28.066500741158517,19.3792701281026,27.3101080362957,44.6224,8.147279218934893,13.70536,187.83689272959998,10.475,109.725625
798,2016-02-10 06:00:00,6.7491660000000016,79.0,9.0,2.0,0.0,0.0,27.3101080362957,29.89206935884389,25.474356472168,30.60362626644111,37.0389418696036,32.75339371919879,21.725674583427807,27.3101080362957,45.551241695556,8.139754556213001,13.70536,187.83689272959998,10.475,109.725625
799,2016-02-10 07:00:00,6.834167,64.0,5.0,3.0,0.0,0.0,23.969355891883396,26.638612022353268,19.52504245600148,28.915792056670217,34.55144362974501,28.825668855021,22.515160678923998,27.3101080362957,46.705838583889,8.133265408284007,13.70536,187.83689272959998,10.475,109.725625
800,2016-02-10 08:00:00,7.3725,0.0,4.0,2.0,0.0,0.0,23.43778125680423,24.29662277980001,17.573197214075684,28.335443684776845,30.651035658381762,27.625835942133516,21.726535953177045,27.3101080362957,54.35375625,8.13052378698223,13.70536,187.83689272959998,10.475,109.725625
801,2016-02-10 09:00:00,7.736207,71.0,3.0,3.0,0.0,0.0,18.87190249033536,18.32832632215437,15.290853849361007,21.96586520094399,23.909683523411246,22.41127031693122,19.53324211985687,27.3101080362957,59.848898746849,8.129618698224832,13.70536,187.83689272959998,10.475,109.725625
802,2016-02-10 10:00:00,8.249166,62.5,3.0,3.0,0.0,0.0,17.96742794518466,18.744500886014126,14.288808808584676,19.697811575460783,20.54315805357653,20.45175765896725,20.31555232262552,27.3101080362957,68.04873969555601,8.131078254437853,13.70536,187.83689272959998,10.475,109.725625
803,2016-02-10 11:00:00,9.275439,47.0,6.0,3.0,0.0,0.0,23.877453131532693,27.100055935917087,18.32034712991782,22.20780468152361,24.318693697743587,27.003064286780173,23.90554017906703,27.3101080362957,86.03376864272103,8.138107473372765,13.70536,187.83689272959998,10.475,109.725625
804,2016-02-10 12:00:00,11.44333,41.0,6.5,3.0,0.0,0.0,21.34469543317033,20.69924339746773,15.238590886037096,17.41139059103253,19.40890475710961,25.03206188918444,21.43249970865216,27.3101080362957,130.9498014889,8.157249461538445,13.70536,187.83689272959998,10.475,109.725625
