,day,t,rh,ws,wd,r,h,l1,l2,l3,l4,l5,l6,l7,lp,t2,tmv,tm,tm2,tmy,tmy2
4818,2016-12-23 18:00:00,7.5125,78.5,2.0,3.0,0.0,0.0,21.372183803522848,19.92980007944247,18.659794219264942,20.47985977035105,30.861175030261737,28.24052083960927,27.143196574905158,36.26190984818743,56.43765625,5.401961483094691,14.225,202.350625,13.09333,171.4352904889
4819,2016-12-23 19:00:00,6.556667,70.0,2.0,4.0,0.0,0.0,22.685854049829757,19.13253260819474,15.119188420486813,10.652149446310547,33.307878912761424,27.831334791381053,26.173810369057367,36.26190984818743,42.989882148888995,5.414027560017767,14.225,202.350625,13.09333,171.4352904889
4820,2016-12-23 20:00:00,6.250833999999999,61.0,2.0,4.0,0.0,0.0,20.719097394142338,20.237771738914958,12.352820689150287,12.449289210403814,31.720474822190397,28.492353928301426,26.94971211514791,36.26190984818743,39.072925695556,5.4283618854615545,14.225,202.350625,13.09333,171.4352904889
4821,2016-12-23 21:00:00,5.483333,63.0,2.5,4.0,0.0,0.0,20.477136063099927,17.589419793094553,9.83834443308078,12.831260472151353,26.161135517559185,24.355022134662377,23.396559514523528,36.26190984818743,30.066940788889,5.4400186901952825,14.225,202.350625,13.09333,171.4352904889
4822,2016-12-23 22:00:00,5.018333,63.0,2.0,3.0,0.0,0.0,13.63994661001645,12.569900262044197,7.680067809961103,8.900632704961613,19.493402919527675,17.245008996870826,16.510651760409026,36.26190984818743,25.183666098889,5.451902317414217,14.225,202.350625,13.09333,171.4352904889
4823,2016-12-23 23:00:00,4.45339,65.0,1.0,9.0,0.0,0.0,10.904783267146962,10.492367683549805,5.868762053849456,8.8982951853317,14.790403916106493,13.387646442570707,12.44536959413555,36.26190984818743,19.832682492100002,5.4623710925621465,14.225,202.350625,13.09333,171.4352904889
4824,2016-12-24 00:00:00,3.826667,90.0,1.5,8.0,0.0,0.0,11.512572169900562,10.712028525093748,6.89921101820814,7.3337115373481545,22.704541534912803,13.39928750219322,12.751924069835438,39.798544175046516,14.643380328889,5.471354477177532,9.500834,90.265846695556,14.225,202.350625
4825,2016-12-24 01:00:00,3.128333,96.5,1.5,1.0,0.0,0.0,12.438598877829605,11.696763100407761,7.54590313120553,5.854133126136756,21.654263341658698,15.474996013539167,15.044569627576198,39.798544175046516,9.786467358889,5.4785142404911396,9.500834,90.265846695556,14.225,202.350625
4826,2016-12-24 02:00:00,1.550833,93.0,1.0,6.0,0.0,0.0,14.43801513228758,13.318654599232882,7.783582740111747,5.04832373606754,23.329248356448026,15.490202462057315,15.98739364767463,39.798544175046516,2.405082993889,5.478297275994098,9.500834,90.265846695556,14.225,202.350625
4827,2016-12-24 03:00:00,0.6483333,93.0,2.0,3.0,0.0,0.0,13.890317616466522,13.795476235586069,6.726755204468711,5.381104143141036,25.06853408173295,16.464348168355208,17.134093055561415,39.798544175046516,0.42033606788889,5.475752899071021,9.500834,90.265846695556,14.225,202.350625
4828,2016-12-24 04:00:00,0.6233333000000001,86.0,2.0,5.0,0.0,0.0,20.025687737566678,19.876131564113972,10.08819723209425,8.16608516846965,30.18587925437269,17.26683439231073,16.979976831773833,39.798544175046516,0.38854440288889,5.475205561792916,9.500834,90.265846695556,14.225,202.350625
4829,2016-12-24 05:00:00,0.8958333,86.0,1.0,9.0,0.0,0.0,33.23393792579707,33.12790302386506,20.152006284937826,10.914074015558738,39.74626240117809,22.271211831229294,35.84201035392836,39.798544175046516,0.8025173013888901,5.477350531615403,9.500834,90.265846695556,14.225,202.350625
4830,2016-12-24 06:00:00,1.414167,89.5,1.5,2.0,0.0,0.0,39.798544175046516,36.26190984818743,22.74619874855988,4.471541218007193,46.00123928317541,32.615537165191355,42.91379414153529,39.798544175046516,1.9998683038890002,5.484613847000017,9.500834,90.265846695556,14.225,202.350625
4831,2016-12-24 07:00:00,1.948333,89.5,1.0,3.0,0.0,0.0,35.7417399113081,32.83004976929721,22.203864621240644,17.782296641201768,43.4344531865161,31.4375757685879,37.02086468188655,39.798544175046516,3.796001478889,5.4964136477692485,9.500834,90.265846695556,14.225,202.350625
4832,2016-12-24 08:00:00,2.3925,86.0,1.5,6.0,0.0,0.0,33.99330927279979,31.069777588350874,25.34058465619184,20.630167172558384,40.7687513765561,29.613964808431664,35.75365920528891,39.798544175046516,5.72405625,5.510595107337296,9.500834,90.265846695556,14.225,202.350625
4833,2016-12-24 09:00:00,3.2425,81.0,1.0,9.0,0.0,0.0,26.86167911588841,26.708658888013105,20.56031843617909,18.381540367480333,30.12139423138583,22.7905026374875,27.692299543099963,39.798544175046516,10.513806250000002,5.529697671420137,9.500834,90.265846695556,14.225,202.350625
4834,2016-12-24 10:00:00,5.3075,81.0,1.0,5.0,0.0,0.0,24.120985375117897,24.41882818389015,19.634467247137128,17.67199233059999,20.446815377406278,23.688646338724755,25.57355821769062,39.798544175046516,28.16955625,5.553755854852088,9.500834,90.265846695556,14.225,202.350625
4835,2016-12-24 11:00:00,6.709167,73.5,1.0,9.0,0.0,0.0,26.55415196655402,27.232233914250877,22.3778158091043,22.46634124351165,22.07584898465255,33.63938835040653,30.655429555710366,39.798544175046516,45.012921833888996,5.577789387396467,9.500834,90.265846695556,14.225,202.350625
4836,2016-12-24 12:00:00,8.475,76.0,2.0,7.0,0.0,0.0,21.04293306445412,22.094697112698555,15.550878003322289,17.432412518960362,18.38922095918239,30.165854193958726,24.80695129454024,39.798544175046516,71.82562499999997,5.604352505739663,9.500834,90.265846695556,14.225,202.350625
4837,2016-12-24 13:00:00,8.841667,76.0,1.5,7.0,0.0,0.0,20.78562672396918,19.47617241112137,16.914080872662332,17.047293267027815,15.300099233746069,26.83359335877321,21.06896002261885,39.798544175046516,78.17507533888899,5.626334754260373,9.500834,90.265846695556,14.225,202.350625
4838,2016-12-24 14:00:00,8.946667999999999,79.0,1.5,8.0,0.0,0.0,20.095798563627227,18.543436926633483,15.371179015924763,17.74538055712589,21.910928104679396,26.27663776371122,17.667688446480387,39.798544175046516,80.04286830222402,5.643336736508894,9.500834,90.265846695556,14.225,202.350625
4839,2016-12-24 15:00:00,9.500834,73.5,1.5,8.0,0.0,0.0,16.006593132775706,14.826366779553545,14.525427778695107,19.838646221655427,25.161469432013824,27.775883876934337,20.344813578837325,39.798544175046516,90.265846695556,5.652444233550313,9.500834,90.265846695556,14.225,202.350625
4840,2016-12-24 16:00:00,8.547500999999999,84.0,1.0,9.0,0.0,0.0,17.507845456319828,17.362769649698166,17.63358449279435,17.699192391409934,23.027353599327046,30.60093847369281,24.934046937229546,39.798544175046516,73.059773345001,5.652784470236704,9.500834,90.265846695556,14.225,202.350625
4841,2016-12-24 17:00:00,6.440834,90.0,1.0,8.0,0.0,0.0,20.998768447153612,18.937129709978866,19.86341330645796,18.321662368728074,21.180672312133968,28.693914176598874,26.38452241039676,39.798544175046516,41.484342615556,5.656625695088777,9.500834,90.265846695556,14.225,202.350625
4842,2016-12-24 18:00:00,5.095,93.0,1.5,9.0,0.0,0.0,22.874228884549993,21.372183803522848,19.92980007944247,18.659794219264942,20.47985977035105,30.861175030261737,28.24052083960927,39.798544175046516,25.959025,5.668652322307711,9.500834,90.265846695556,14.225,202.350625
4843,2016-12-24 19:00:00,4.205833,96.5,1.5,7.0,0.0,0.0,22.341849997880157,22.685854049829757,19.13253260819474,15.119188420486813,10.652149446310547,33.307878912761424,27.831334791381053,39.798544175046516,17.689031223889,5.684076381479309,9.500834,90.265846695556,14.225,202.350625
4844,2016-12-24 20:00:00,3.453333,93.0,1.5,6.0,0.0,0.0,21.236894282142067,20.719097394142338,20.237771738914958,12.352820689150287,12.449289210403814,31.720474822190397,28.492353928301426,39.798544175046516,11.925508808889001,5.699648371420138,9.500834,90.265846695556,14.225,202.350625
4845,2016-12-24 21:00:00,3.5283330000000004,96.5,2.0,5.0,0.0,0.0,19.032678733192203,20.477136063099927,17.589419793094553,9.83834443308078,12.831260472151353,26.161135517559185,24.355022134662377,39.798544175046516,12.449133758889001,5.719648369644989,9.500834,90.265846695556,14.225,202.350625
4846,2016-12-24 22:00:00,3.228333,96.5,1.5,7.0,0.0,0.0,12.47347817082115,13.63994661001645,12.569900262044197,7.680067809961103,8.900632704961613,19.493402919527675,17.245008996870826,39.798544175046516,10.422133958889,5.740161187988185,9.500834,90.265846695556,14.225,202.350625
4847,2016-12-24 23:00:00,3.108474,96.5,1.5,6.0,0.0,0.0,10.174524512343572,10.904783267146962,10.492367683549805,5.868762053849456,8.8982951853317,14.790403916106493,13.387646442570707,39.798544175046516,9.662610608676,5.759737957218954,9.500834,90.265846695556,14.225,202.350625
4848,2016-12-25 00:00:00,2.975,93.0,1.0,9.0,0.0,1.0,10.939251097680442,11.512572169900562,10.712028525093748,6.89921101820814,7.3337115373481545,22.704541534912803,13.39928750219322,34.94434084807685,8.850625,5.7815737808875935,11.7575,138.23880625,9.500834,90.265846695556
4849,2016-12-25 01:00:00,2.5725,100.0,2.0,5.0,0.0,1.0,13.946506845003508,12.438598877829605,11.696763100407761,7.54590313120553,5.854133126136756,21.654263341658698,15.474996013539167,34.94434084807685,6.6177562499999985,5.801342025266291,11.7575,138.23880625,9.500834,90.265846695556
4850,2016-12-25 02:00:00,2.730833,96.5,2.0,3.0,0.0,1.0,15.324031593848762,14.43801513228758,13.318654599232882,7.783582740111747,5.04832373606754,23.329248356448026,15.490202462057315,34.94434084807685,7.457448873889001,5.8242167767455815,11.7575,138.23880625,9.500834,90.265846695556
4851,2016-12-25 03:00:00,2.36,94.75,2.0,6.0,0.0,1.0,16.78450756003734,13.890317616466522,13.795476235586069,6.726755204468711,5.381104143141036,25.06853408173295,16.464348168355208,34.94434084807685,5.5695999999999986,5.845730581479309,11.7575,138.23880625,9.500834,90.265846695556
4852,2016-12-25 04:00:00,2.3175,93.0,2.0,9.0,0.0,1.0,17.115572007757073,20.025687737566678,19.876131564113972,10.08819723209425,8.16608516846965,30.18587925437269,17.26683439231073,34.94434084807685,5.3708062499999984,5.8686398536686575,11.7575,138.23880625,9.500834,90.265846695556
4853,2016-12-25 05:00:00,2.025,86.5,1.5,6.0,0.0,1.0,35.359730921030646,33.23393792579707,33.12790302386506,20.152006284937826,10.914074015558738,39.74626240117809,22.271211831229294,34.94434084807685,4.100625,5.890765102189367,11.7575,138.23880625,9.500834,90.265846695556
4854,2016-12-25 06:00:00,1.9291669999999999,86.0,1.5,6.0,0.0,1.0,34.94434084807685,39.798544175046516,36.26190984818743,22.74619874855988,4.471541218007193,46.00123928317541,32.615537165191355,34.94434084807685,3.721685313889001,5.912224670236705,11.7575,138.23880625,9.500834,90.265846695556
4855,2016-12-25 07:00:00,1.6641669999999997,86.0,2.0,5.0,0.0,1.0,30.970330813969262,35.7417399113081,32.83004976929721,22.203864621240644,17.782296641201768,43.4344531865161,31.4375757685879,34.94434084807685,2.769451803889,5.931258202781083,11.7575,138.23880625,9.500834,90.265846695556
4856,2016-12-25 08:00:00,1.695,80.0,2.0,5.0,0.0,1.0,31.30700502993146,33.99330927279979,31.069777588350874,25.34058465619184,20.630167172558384,40.7687513765561,29.613964808431664,34.94434084807685,2.873025,5.950922895088778,11.7575,138.23880625,9.500834,90.265846695556
4857,2016-12-25 09:00:00,2.795,90.0,2.0,2.0,0.0,1.0,24.84369670035735,26.86167911588841,26.708658888013105,20.56031843617909,18.381540367480333,30.12139423138583,22.7905026374875,34.94434084807685,7.812024999999998,5.978827232366883,11.7575,138.23880625,9.500834,90.265846695556
4858,2016-12-25 10:00:00,4.590833,78.5,1.0,9.0,0.0,1.0,22.554810438481727,24.120985375117897,24.41882818389015,19.634467247137128,17.67199233059999,20.446815377406278,23.688646338724755,34.94434084807685,21.075747633889,6.016918948343214,11.7575,138.23880625,9.500834,90.265846695556
4859,2016-12-25 11:00:00,7.611667,61.5,1.5,5.0,0.0,1.0,26.30254722923333,26.55415196655402,27.232233914250877,22.3778158091043,22.46634124351165,22.07584898465255,33.63938835040653,34.94434084807685,57.937474518889,6.069907114023688,11.7575,138.23880625,9.500834,90.265846695556
4860,2016-12-25 12:00:00,9.689167,54.0,1.5,5.0,0.0,1.0,19.870674648337577,21.04293306445412,22.094697112698555,15.550878003322289,17.432412518960362,18.38922095918239,30.165854193958726,34.94434084807685,93.87995715388901,6.133053072603571,11.7575,138.23880625,9.500834,90.265846695556
4861,2016-12-25 13:00:00,10.50333,49.0,2.5,1.0,0.0,1.0,17.66625145419703,20.78562672396918,19.47617241112137,16.914080872662332,17.047293267027815,15.300099233746069,26.83359335877321,34.94434084807685,110.3199410889,6.198615183254456,11.7575,138.23880625,9.500834,90.265846695556
4862,2016-12-25 14:00:00,11.74167,44.0,2.0,3.0,0.0,1.0,15.697269016299778,20.095798563627227,18.543436926633483,15.371179015924763,17.74538055712589,21.910928104679396,26.27663776371122,34.94434084807685,137.86681438889997,6.2649169779290155,11.7575,138.23880625,9.500834,90.265846695556
4863,2016-12-25 15:00:00,11.7575,45.5,1.5,5.0,0.0,1.0,18.995561307282074,16.006593132775706,14.826366779553545,14.525427778695107,19.838646221655427,25.161469432013824,27.775883876934337,34.94434084807685,138.23880625,6.3227522856213225,11.7575,138.23880625,9.500834,90.265846695556
